Rank,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
281,Dwight Howard,36,LAL,C,60,27,971,.612,4.5,.932,.626,.251,.037,.014,.068,.618,.730,.418,.250,.000,.533,.667,.875,.228,39,.133,1.000,0,0,,howardw01
282,Ricky Rubio,31,CLE,PG,34,8,970,.363,15.1,.577,.185,.163,.129,.075,.423,.380,.474,.299,.358,.290,.339,.256,.661,.000,0,.282,.306,2,0,,rubiori01
283,Duane Washington Jr.,21,IND,PG,48,7,968,.405,16.3,.496,.201,.155,.080,.061,.504,.434,.535,.379,.353,.346,.377,.522,.926,.016,6,.340,.479,2,0,,washidu02
284,Joshua Primo,19,SAS,SF,50,16,965,.374,15.9,.493,.200,.178,.070,.044,.507,.444,.611,.375,.263,.250,.307,.525,.929,.033,8,.350,.271,1,0,,primojo01
285,Moritz Wagner,24,ORL,C,63,3,960,.497,14.4,.492,.316,.169,.000,.008,.508,.672,.752,.552,,.000,.328,.763,.985,.149,50,.119,.375,0,0,,wagnemo01
286,Blake Griffin,32,BRK,C,56,24,958,.425,13.2,.537,.332,.150,.035,.013,.463,.565,.615,.532,.273,.500,.262,.611,.921,.054,12,.241,.229,1,0,,griffbl01
287,Keita Bates-Diop,26,SAS,SF,59,14,956,.517,8.4,.791,.502,.198,.046,.046,.209,.572,.682,.385,.500,.250,.309,.756,.941,.072,19,.455,.320,0,0,,bateske01
288,Isaiah Roby,23,OKC,PF,45,28,948,.514,10.7,.693,.310,.325,.031,.015,.307,.545,.700,.419,.300,.400,.444,.664,.886,.136,36,.273,.481,0,0,,robyis01
289,Kemba Walker,31,NYK,PG,37,37,948,.403,18.0,.462,.138,.130,.084,.111,.538,.444,.569,.375,.323,.463,.367,.211,.507,.000,0,.030,.500,0,0,,walkeke02
290,Taj Gibson,36,NYK,C,52,4,946,.518,9.9,.771,.398,.181,.102,.090,.229,.555,.667,.433,.529,.333,.395,.676,1.000,.127,18,.658,.520,0,0,,gibsota01
291,Rui Hachimura,23,WAS,PF,42,13,943,.491,14.7,.677,.197,.150,.160,.171,.323,.512,.840,.404,.393,.338,.447,.606,.982,.063,22,.285,.429,0,0,,hachiru01
292,Klay Thompson,31,GSW,SG,32,32,941,.429,18.9,.483,.061,.129,.162,.131,.517,.477,.714,.486,.409,.440,.385,.636,.886,.009,5,.166,.367,1,0,,thompkl01
293,Jeremy Lamb,29,2TM,SF,56,0,935,.383,16.9,.510,.089,.196,.147,.066,.490,.441,.581,.412,.412,.391,.324,.346,.800,.000,0,.188,.313,4,0,,lambje01
294,Jalen Smith,21,2TM,PF,51,8,925,.503,12.2,.651,.291,.246,.063,.051,.349,.596,.765,.500,.364,.389,.328,.721,1.000,.111,38,.270,.242,0,0,,smithja04
295,Théo Maledon,20,OKC,PG,51,7,908,.375,15.2,.527,.117,.331,.054,.022,.473,.449,.514,.467,.294,.286,.293,.453,.864,.003,1,.180,.222,0,0,,maledth01
296,Tomáš Satoranský,30,3TM,SG,55,13,906,.377,13.0,.723,.241,.236,.152,.094,.277,.442,.630,.333,.379,.333,.208,.443,1.000,.037,6,.208,.091,3,0,,satorto01
297,Jevon Carter,26,2TM,PG,66,3,905,.387,20.4,.328,.055,.043,.067,.162,.672,.386,.429,.273,.471,.366,.388,.438,.773,.004,1,.324,.473,1,0,,carteje01
298,Jordan McLaughlin,25,MIN,PG,62,3,902,.440,13.3,.575,.290,.230,.050,.005,.425,.530,.707,.326,.400,1.000,.318,.492,.852,.015,3,.365,.516,3,0,,mclaujo01
299,Derrick Jones Jr.,24,CHI,PF,51,8,899,.538,8.9,.687,.549,.128,.005,.005,.313,.634,.701,.320,1.000,1.000,.328,.706,1.000,.205,39,.672,.390,0,0,,jonesde02
300,Tristan Thompson,30,3TM,C,57,6,897,.528,4.6,.989,.487,.464,.034,.004,.011,.530,.608,.452,.556,.000,.333,.657,1.000,.157,33,.000,,2,0,,thomptr01
301,Jalen McDaniels,24,CHO,SF,55,2,895,.484,13.4,.575,.283,.224,.051,.016,.425,.562,.750,.386,.231,.750,.380,.610,1.000,.075,17,.380,.341,1,0,,mcdanja01
302,Dillon Brooks,26,MEM,SF,32,31,885,.432,13.3,.717,.196,.249,.186,.086,.283,.480,.680,.389,.398,.467,.309,.470,.826,.029,12,.161,.375,3,0,,brookdi01
303,D.J. Augustin,34,2TM,PG,55,2,883,.423,20.4,.261,.131,.086,.018,.027,.739,.448,.586,.368,.250,.167,.415,.308,.824,.000,0,.238,.462,0,0,,augusdj01
304,Serge Ibaka,32,2TM,C,54,12,877,.500,13.8,.666,.193,.274,.105,.095,.334,.563,.789,.506,.516,.321,.374,.703,1.000,.074,21,.091,.222,0,0,,ibakase01
305,Trendon Watford,21,POR,SF,48,10,869,.532,8.0,.858,.371,.337,.135,.015,.142,.581,.768,.478,.361,.250,.237,.579,.889,.030,7,.237,.111,0,0,,watfotr01
306,Trey Murphy III,21,NOP,SF,62,1,864,.394,18.1,.329,.191,.083,.018,.025,.671,.418,.585,.174,.200,.143,.382,.553,.944,.069,16,.387,.458,1,0,,murphtr02
307,Maurice Harkless,28,SAC,SF,47,24,863,.459,14.8,.442,.260,.155,.000,.017,.558,.650,.681,.643,,.333,.307,.769,1.000,.116,17,.594,.367,0,0,,harklma01
308,Thaddeus Young,33,2TM,PF,52,1,845,.518,7.6,.824,.382,.393,.026,.022,.176,.554,.625,.523,.286,.167,.354,.524,1.000,.037,7,.604,.483,0,0,,youngth01
309,Armoni Brooks,23,2TM,SG,54,11,844,.339,24.0,.138,.083,.035,.010,.010,.862,.600,.708,.600,.000,.333,.297,.667,.824,.014,3,.137,.265,1,0,,brookar01
310,Willy Hernangómez,27,NOP,C,50,8,839,.520,4.2,.963,.563,.352,.043,.006,.037,.527,.630,.391,.357,.000,.333,.687,1.000,.098,30,.083,.000,1,0,,hernawi01
311,Jose Alvarado,23,NOP,PG,54,1,834,.446,13.6,.626,.235,.248,.099,.044,.374,.538,.609,.507,.483,.462,.291,.303,.969,.000,0,.227,.320,1,0,,alvarjo01
312,Josh Jackson,24,2TM,SF,51,3,830,.400,14.4,.567,.243,.170,.060,.093,.433,.512,.712,.392,.389,.286,.254,.517,.879,.043,9,.238,.194,0,0,,jacksjo02
313,Tony Snell,30,2TM,SG,53,12,823,.404,19.9,.251,.105,.094,.035,.018,.749,.558,.722,.375,.500,.667,.352,.750,.956,.018,3,.477,.361,0,0,,snellto01
314,Lance Stephenson,31,2TM,SG,46,1,814,.455,14.9,.721,.220,.164,.080,.257,.279,.515,.662,.547,.423,.398,.300,.200,.593,.003,1,.178,.375,0,0,,stephla01
315,Wayne Ellington,34,LAL,SG,43,9,810,.414,23.4,.110,.042,.025,.030,.013,.890,.615,.800,.667,.429,.333,.389,.875,.951,.000,0,.280,.475,0,0,,ellinwa01
316,Dāvis Bertāns,29,2TM,PF,56,0,807,.360,22.7,.164,.062,.069,.015,.011,.836,.489,.588,.421,.000,.667,.335,.773,.974,.036,9,.222,.471,1,0,,bertada01
317,Ty Jerome,24,OKC,SG,48,4,801,.378,17.9,.433,.070,.235,.113,.015,.567,.493,.478,.481,.568,.200,.290,.300,.796,.000,0,.156,.414,1,0,,jeromty01
318,Lou Williams,35,ATL,PG,56,0,799,.391,15.3,.681,.116,.159,.244,.163,.319,.404,.514,.392,.372,.385,.363,.341,.730,.003,1,.373,.421,0,0,,willilo02
319,Quentin Grimes,21,NYK,SG,46,6,786,.404,22.1,.196,.089,.017,.021,.068,.804,.500,.714,.000,.200,.438,.381,.609,.958,.013,3,.249,.468,0,0,,grimequ01
320,Justise Winslow,25,2TM,PF,48,11,774,.428,10.7,.743,.350,.253,.070,.062,.257,.497,.678,.385,.222,.250,.227,.695,1.000,.023,5,.394,.231,2,0,,winslju01
321,Romeo Langford,22,2TM,SG,48,5,771,.435,13.4,.555,.204,.241,.079,.031,.445,.509,.718,.370,.467,.333,.341,.722,.966,.047,8,.518,.318,1,0,,langfro01
322,Trent Forrest,23,UTA,PG,60,6,765,.490,8.8,.826,.316,.439,.058,.013,.174,.555,.592,.529,.556,.500,.185,.225,1.000,.026,3,.630,.235,2,0,,forretr01
323,Kelly Olynyk,30,DET,C,40,1,764,.448,14.2,.584,.301,.175,.045,.063,.416,.527,.640,.380,.385,.500,.336,.625,.875,.052,11,.017,.500,1,0,,olynyke01
324,Brandon Boston Jr.,20,LAC,SG,51,0,760,.385,14.7,.658,.258,.126,.123,.151,.342,.425,.631,.122,.450,.306,.306,.615,.588,.062,15,.207,.391,3,0,,bostobr01
325,Rodney McGruder,30,DET,SG,51,2,754,.436,18.2,.351,.169,.120,.044,.018,.649,.506,.605,.370,.400,.750,.397,.650,1.000,.009,1,.459,.418,1,0,,mcgruro01
326,Eric Paschall,25,UTA,PF,58,3,736,.485,13.4,.540,.315,.183,.034,.009,.460,.583,.649,.512,.250,1.000,.370,.581,.950,.094,17,.519,.411,2,0,,pascher01
327,Naji Marshall,24,NOP,SF,55,4,735,.405,12.4,.610,.320,.193,.071,.026,.390,.537,.581,.538,.526,.000,.200,.557,.810,.063,14,.305,.156,0,0,,marshna01
328,Goga Bitadze,22,IND,C,50,16,729,.520,10.4,.683,.464,.175,.032,.008,.317,.628,.735,.409,.375,.000,.288,.694,1.000,.119,26,.063,.200,0,0,,bitadgo01
329,Danuel House Jr.,28,3TM,SF,42,7,727,.404,20.0,.409,.207,.116,.045,.040,.591,.444,.634,.174,.333,.375,.376,.750,.932,.061,7,.521,.377,1,0,,houseda01
330,DeMarcus Cousins,31,2TM,C,48,7,718,.460,12.1,.623,.361,.225,.015,.022,.377,.554,.650,.452,.200,.286,.303,.598,1.000,.068,20,.049,.333,0,0,,couside01
331,Svi Mykhailiuk,24,TOR,SF,56,5,716,.389,16.8,.427,.209,.098,.060,.051,.573,.500,.571,.522,.286,.333,.306,.540,.927,.034,6,.291,.410,0,0,,mykhasv01
332,Terry Taylor,22,IND,PF,33,7,714,.614,7.2,.827,.482,.282,.045,.018,.173,.676,.755,.565,.600,.500,.316,.667,.917,.064,11,.658,.320,1,0,,taylote01
333,Rodney Hood,29,2TM,SF,52,0,709,.369,18.7,.420,.089,.096,.102,.134,.580,.424,.857,.267,.438,.238,.330,.536,.800,.006,1,.275,.320,0,0,,hoodro01
334,Omer Yurtseven,23,MIA,C,56,12,706,.526,5.8,.955,.437,.385,.113,.020,.045,.547,.722,.432,.357,.000,.091,.783,1.000,.178,39,.182,.000,0,0,,yurtsom01
335,Xavier Tillman Sr.,23,MEM,PF,53,2,701,.454,9.5,.773,.389,.245,.106,.032,.227,.527,.595,.472,.478,.286,.204,.670,.800,.093,16,.265,.308,0,0,,tillmxa01
336,Zeke Nnaji,21,DEN,PF,41,1,698,.516,13.1,.570,.355,.156,.005,.054,.430,.557,.727,.241,.000,.400,.463,.576,.946,.124,20,.425,.500,0,0,,nnajize01
337,Keon Johnson,19,2TM,SG,37,12,697,.353,12.4,.632,.276,.188,.103,.066,.368,.360,.507,.353,.214,.000,.340,.484,.559,.044,12,.180,.167,0,0,,johnske07
338,Rajon Rondo,35,2TM,PG,39,1,697,.386,15.3,.500,.205,.159,.091,.017,.500,.420,.639,.250,.313,.000,.352,.081,.806,.000,0,.114,.300,0,0,,rondora01
339,Dalano Banton,22,TOR,PG,64,1,696,.411,10.6,.748,.322,.223,.119,.064,.252,.464,.615,.356,.292,.385,.255,.329,.615,.030,6,.235,.250,1,1,,bantoda01
340,Vít Krejčí,21,OKC,SG,30,8,690,.407,17.5,.413,.102,.257,.012,.042,.587,.522,.824,.442,.000,.429,.327,.556,.906,.030,5,.194,.474,1,0,,krejcvi01
341,Frank Ntilikina,23,DAL,SG,58,5,685,.399,17.5,.502,.117,.157,.094,.135,.498,.455,.462,.429,.429,.500,.342,.529,.895,.013,1,.315,.343,1,0,,ntilila01
342,Timothé Luwawu-Cabarrot,26,ATL,SF,52,18,685,.398,17.5,.344,.220,.070,.038,.016,.656,.469,.512,.385,.429,.333,.361,.700,.977,.032,6,.459,.464,0,0,,luwawti01
343,Davon Reed,26,DEN,SG,48,5,668,.503,18.0,.466,.099,.161,.075,.130,.534,.587,.688,.500,.583,.619,.430,.591,.919,.025,2,.302,.385,0,0,,reedda01
344,Derrick Favors,30,OKC,C,39,18,653,.516,9.6,.912,.302,.165,.225,.176,.088,.554,.673,.433,.537,.406,.125,.761,1.000,.071,11,.875,.071,0,0,,favorde01
345,T.J. McConnell,29,IND,PG,27,8,652,.481,9.8,.841,.274,.317,.163,.058,.159,.514,.561,.576,.382,.250,.303,.256,.900,.000,0,.333,.273,2,0,,mccontj01
346,Greg Brown III,20,POR,SF,48,6,640,.426,10.7,.679,.437,.158,.016,.058,.321,.481,.639,.200,.333,.091,.311,.629,1.000,.258,40,.377,.261,0,0,,browngr01
347,Brandon Williams,22,POR,PG,24,16,640,.372,14.1,.624,.259,.184,.099,.082,.376,.420,.507,.327,.429,.348,.292,.311,.710,.004,1,.208,.455,3,0,,willibr03
348,Dennis Smith Jr.,24,POR,PG,37,4,638,.418,8.9,.857,.349,.307,.090,.106,.143,.451,.530,.431,.235,.450,.222,.329,.333,.026,3,.185,.200,0,0,,smithde03
349,Derrick Rose,33,NYK,PG,26,4,636,.445,13.4,.664,.245,.230,.088,.102,.336,.467,.582,.508,.292,.250,.402,.259,.757,.000,0,.185,.353,1,0,,rosede01
350,Sterling Brown,26,DAL,SG,49,3,628,.381,17.1,.406,.206,.116,.039,.045,.594,.492,.625,.278,.333,.571,.304,.774,.857,.013,0,.500,.239,1,0,,brownst02
351,DeAndre Jordan,33,2TM,C,48,20,622,.643,1.7,1.000,.797,.168,.007,.007,.000,.643,.693,.417,.000,.000,,.761,,.517,66,,,0,0,,jordade01
352,Alex Len,28,SAC,C,39,10,620,.534,6.7,.881,.409,.330,.125,.006,.119,.568,.708,.448,.455,.000,.286,.761,.667,.170,26,.238,.200,0,0,,lenal01
353,Robin Lopez,33,ORL,C,36,9,612,.553,6.2,.970,.281,.618,.055,.015,.030,.560,.714,.512,.364,.333,.333,.519,1.000,.035,7,.167,1.000,1,0,,lopezro01
354,Isaiah Joe,22,PHI,SG,55,1,609,.350,22.2,.237,.079,.034,.045,.079,.763,.405,.643,.333,.375,.214,.333,.647,1.000,.023,4,.296,.400,1,0,,joeis01
355,David Nwaba,29,HOU,SF,46,4,609,.483,9.0,.722,.511,.193,.017,.000,.278,.551,.656,.294,.333,,.306,.543,1.000,.125,22,.408,.300,0,0,,nwabada01
356,Moses Moody,19,GSW,SG,52,11,607,.437,17.5,.399,.213,.082,.049,.055,.601,.548,.641,.467,.667,.200,.364,.700,1.000,.060,11,.336,.243,0,0,,moodymo01
357,Saben Lee,22,DET,PG,37,0,604,.390,11.2,.661,.379,.232,.040,.011,.339,.470,.597,.341,.143,.000,.233,.455,.786,.051,7,.233,.214,0,0,,leesa01
358,Andre Iguodala,38,GSW,SF,31,0,603,.380,18.1,.388,.207,.116,.025,.041,.612,.617,.760,.571,.000,.400,.230,.621,.941,.157,17,.338,.240,3,0,,iguodan01
359,Mike Muscala,30,OKC,C,43,0,592,.456,19.6,.343,.129,.097,.089,.028,.657,.506,.688,.458,.318,.429,.429,.814,1.000,.036,9,.178,.345,0,0,,muscami01
360,Jock Landale,26,SAS,C,54,1,589,.495,13.3,.564,.368,.152,.025,.020,.436,.626,.707,.484,.200,.750,.326,.708,1.000,.118,23,.225,.400,1,0,,landajo01
361,Aaron Nesmith,22,BOS,SF,52,3,574,.396,18.4,.368,.126,.154,.033,.055,.632,.612,.870,.464,.167,.700,.270,.805,.935,.027,5,.383,.205,0,0,,nesmiaa01
362,Keifer Sykes,28,IND,PG,32,11,566,.363,17.3,.526,.168,.079,.116,.163,.474,.420,.688,.333,.182,.355,.300,.429,.889,.021,4,.300,.407,0,0,,sykeske01
363,Nerlens Noel,27,NYK,C,25,11,562,.533,5.9,.950,.533,.250,.167,.000,.050,.561,.563,.533,.600,,.000,.750,,.117,3,.667,.000,1,0,,noelne01
364,Jericho Sims,23,NYK,PF,41,5,555,.722,2.0,1.000,.815,.148,.037,.000,.000,.722,.795,.500,.000,,,.795,,.630,33,,,0,0,,simsje01
365,Tony Bradley,24,CHI,C,55,7,549,.585,3.9,1.000,.626,.252,.065,.057,.000,.585,.649,.484,.375,.571,,.750,,.138,13,,,0,0,,bradlto01
366,Elfrid Payton,27,PHO,PG,50,1,549,.383,7.8,.897,.246,.474,.091,.046,.103,.401,.488,.373,.313,.250,.222,.254,.750,.023,3,.333,.000,0,0,,paytoel01
367,Kent Bazemore,32,LAL,SF,39,14,545,.324,17.2,.424,.165,.094,.058,.101,.576,.271,.304,.308,.125,.214,.363,.750,.828,.014,1,.475,.368,2,0,,bazemke01
368,Isaiah Jackson,20,IND,C,36,15,541,.563,5.0,.922,.617,.214,.053,.029,.078,.584,.677,.455,.182,.333,.313,.757,1.000,.248,46,.063,1.000,0,0,,jacksis01
369,Malachi Flynn,23,TOR,PG,44,5,537,.393,18.1,.508,.120,.148,.077,.158,.492,.452,.545,.481,.571,.310,.333,.214,.800,.000,0,.122,.727,2,0,,flynnma01
370,Ignas Brazdeikis,23,ORL,SF,42,1,536,.431,14.0,.537,.293,.202,.027,.016,.463,.535,.636,.421,.200,.667,.310,.574,.926,.005,0,.333,.310,0,0,,brazdig01
371,Terence Davis,24,SAC,SG,30,11,536,.423,15.8,.442,.221,.150,.030,.030,.558,.542,.712,.375,.375,.500,.329,.563,.796,.037,7,.201,.367,1,0,,daviste02
372,Josh Okogie,23,MIN,SG,49,6,516,.404,12.3,.548,.365,.173,.010,.000,.452,.491,.526,.444,.000,,.298,.607,1.000,.115,9,.468,.182,0,0,,okogijo01
373,Bismack Biyombo,29,PHO,C,36,3,506,.593,4.3,1.000,.517,.393,.083,.007,.000,.593,.747,.474,.250,.000,,.744,,.234,34,,,0,0,,biyombi01
374,Brandon Goodwin,26,CLE,PG,36,5,502,.416,13.9,.643,.266,.201,.117,.058,.357,.455,.634,.355,.333,.222,.345,.244,.632,.000,0,.145,.250,2,0,,goodwbr01
375,Zach Collins,24,SAS,C,28,4,502,.490,11.0,.735,.290,.316,.065,.065,.265,.544,.756,.347,.500,.600,.341,.742,1.000,.039,6,.049,.500,0,0,,colliza01
376,Goran Dragić,35,2TM,PG,21,8,498,.377,15.2,.583,.192,.172,.166,.053,.417,.466,.621,.538,.280,.250,.254,.195,.875,.007,1,.190,.250,1,0,,dragigo01
377,Thanasis Antetokounmpo,29,MIL,SF,48,6,473,.547,5.2,.891,.656,.164,.039,.008,.109,.596,.690,.333,.200,1.000,.143,.618,.500,.219,24,.429,.167,1,0,,antetth01
378,Admiral Schofield,24,ORL,SF,38,1,469,.419,17.6,.388,.147,.209,.023,.008,.612,.560,.632,.481,.667,1.000,.329,.714,.962,.023,1,.367,.345,2,0,,schofad01
379,Lindy Waters III,24,OKC,SG,25,1,465,.406,22.4,.166,.040,.097,.023,.006,.834,.621,.714,.647,.250,1.000,.363,.722,.887,.023,4,.247,.306,0,0,,waterli01
380,Anthony Gill,29,WAS,PF,44,0,463,.569,9.2,.761,.294,.450,.018,.000,.239,.578,.625,.551,.500,,.538,.771,1.000,.046,3,.462,.583,0,0,,gillan01
381,Trevor Ariza,36,LAL,SF,24,11,462,.333,19.3,.253,.162,.081,.010,.000,.747,.520,.688,.250,.000,,.270,.769,1.000,.010,1,.365,.185,0,0,,arizatr01
382,Killian Tillie,23,MEM,C,36,3,461,.339,18.1,.323,.126,.150,.039,.000,.677,.390,.688,.211,.200,,.314,.625,.963,.024,3,.291,.280,0,0,,tilliki02
383,Dylan Windler,25,CLE,SF,50,0,459,.378,18.7,.286,.194,.082,.010,.000,.714,.571,.632,.500,.000,,.300,.813,.952,.041,3,.429,.333,0,0,,windldy01
384,Matt Thomas,27,CHI,SG,40,0,459,.410,22.6,.321,.007,.015,.082,.216,.679,.465,1.000,.000,.273,.552,.385,.850,.886,.000,0,.242,.500,0,0,,thomama02
385,Kelan Martin,26,2TM,SF,30,1,450,.409,14.9,.561,.234,.123,.088,.117,.439,.500,.650,.190,.467,.550,.293,.646,1.000,.023,3,.347,.423,1,0,,martike03
386,Yuta Watanabe,27,TOR,SF,38,4,445,.406,17.2,.428,.167,.130,.101,.029,.572,.492,.565,.333,.571,.500,.342,.655,1.000,.029,2,.430,.382,0,0,,watanyu01
387,Juancho Hernangómez,26,3TM,PF,40,9,445,.415,16.5,.349,.217,.123,.009,.000,.651,.541,.696,.308,.000,,.348,.800,1.000,.057,5,.362,.400,0,0,,hernaju01
388,Trey Burke,29,DAL,PG,42,0,441,.391,17.0,.619,.098,.163,.126,.233,.381,.436,.714,.429,.444,.320,.317,.259,.846,.000,0,.146,.583,0,0,,burketr01
389,Thomas Bryant,24,WAS,C,27,9,439,.520,11.5,.716,.385,.169,.034,.128,.284,.613,.754,.480,.200,.474,.286,.738,1.000,.223,30,.167,.286,0,0,,bryanth01
390,Elijah Hughes,23,2TM,SG,36,4,434,.326,20.4,.340,.090,.090,.125,.035,.660,.449,.692,.615,.278,.000,.263,.500,.840,.021,2,.274,.231,2,0,,hugheel01
391,Joe Harris,30,BRK,SF,14,14,423,.452,17.1,.290,.097,.105,.040,.016,.710,.417,.500,.385,.600,.500,.466,.867,.878,.000,0,.261,.652,0,0,,harrijo01
392,Patrick Williams,20,CHI,PF,17,9,422,.529,13.2,.716,.275,.147,.108,.186,.284,.534,.714,.400,.545,.368,.517,.667,.933,.069,7,.414,.500,0,0,,willipa01
393,Olivier Sarr,22,OKC,C,22,2,421,.574,10.8,.713,.238,.396,.069,.010,.287,.625,.667,.575,.857,.000,.448,.778,1.000,.267,19,.241,.143,0,0,,sarrol01
394,Enes Freedom,29,BOS,C,35,1,411,.526,4.4,.948,.557,.330,.041,.021,.052,.533,.537,.500,.500,1.000,.400,.388,1.000,.031,2,.200,1.000,0,0,,kanteen01
395,Sandro Mamukelashvili,22,MIL,PF,41,3,407,.496,13.3,.548,.409,.104,.026,.009,.452,.556,.638,.250,.667,.000,.423,.629,1.000,.087,8,.250,.308,0,0,,mamuksa01
396,Semi Ojeleye,27,2TM,PF,30,0,406,.303,14.7,.495,.091,.263,.141,.000,.505,.306,.667,.269,.143,,.300,.733,.800,.061,5,.280,.286,1,0,,ojelese01
397,Day'Ron Sharpe,20,BRK,PF,32,8,391,.577,3.2,.953,.772,.161,.020,.000,.047,.592,.652,.333,.333,,.286,.595,1.000,.195,22,.143,1.000,0,0,,sharpda01
398,Luka Garza,23,DET,C,32,5,389,.449,12.7,.667,.293,.218,.068,.088,.333,.510,.674,.500,.200,.231,.327,.520,1.000,.027,4,.061,.000,0,0,,garzalu01
399,Isaiah Livers,23,DET,SF,19,5,383,.456,20.1,.289,.111,.078,.033,.067,.711,.538,.800,.429,.667,.167,.422,.643,.963,.011,1,.406,.423,0,0,,liveris01
400,Gary Clark,27,NOP,PF,38,1,378,.375,20.1,.205,.091,.102,.011,.000,.795,.278,.125,.444,.000,,.400,.800,.964,.011,0,.571,.500,0,0,,clarkga01
401,Paul Millsap,36,2TM,C,33,1,376,.391,10.2,.696,.348,.235,.087,.009,.304,.463,.525,.444,.300,.000,.229,.459,.875,.052,3,.314,.091,0,0,,millspa01
402,Miles McBride,21,NYK,PG,40,2,372,.296,19.1,.370,.139,.093,.019,.120,.630,.375,.600,.200,.000,.308,.250,.267,.765,.009,0,.250,.353,0,0,,mcbrimi01
403,Chris Chiozza,26,GSW,PG,34,1,372,.296,19.4,.346,.111,.136,.049,.049,.654,.250,.222,.273,.000,.500,.321,.143,.765,.000,0,.245,.231,0,0,,chiozch01
404,Gorgui Dieng,32,ATL,C,44,3,371,.473,18.7,.393,.134,.071,.089,.098,.607,.545,.733,.375,.600,.364,.426,.833,.931,.018,2,.059,.500,0,0,,dienggo01
405,Nick Richards,24,CHO,C,50,5,367,.667,2.7,1.000,.689,.278,.033,.000,.000,.667,.774,.360,1.000,,,.783,,.400,30,,,0,0,,richani01
406,Jared Butler,21,UTA,SG,42,1,360,.404,18.4,.417,.066,.232,.066,.053,.583,.524,.600,.429,.600,.750,.318,.182,.500,.000,0,.114,.300,1,0,,butleja02
407,Santi Aldama,21,MEM,PF,32,0,360,.402,11.5,.636,.326,.182,.091,.008,.364,.560,.674,.458,.417,.000,.125,.638,.833,.068,9,.229,.364,0,0,,aldamsa01
408,Markelle Fultz,23,ORL,PG,18,3,360,.474,11.1,.903,.229,.309,.211,.154,.097,.500,.775,.389,.459,.370,.235,.177,.500,.011,2,.118,.500,3,0,,fultzma01
409,Ish Wainright,27,PHO,PF,45,0,359,.394,15.8,.433,.231,.163,.019,.019,.567,.489,.708,.294,.000,.000,.322,.636,1.000,.038,3,.475,.429,0,0,,wainris01
410,Wenyen Gabriel,24,3TM,PF,26,5,358,.491,9.6,.745,.473,.245,.018,.009,.255,.561,.692,.370,.000,.000,.286,.543,1.000,.136,13,.571,.250,0,0,,gabriwe01
411,Cody Zeller,29,POR,C,27,0,355,.567,3.7,.956,.600,.267,.033,.011,.044,.593,.611,.542,.333,1.000,.000,.686,,.200,15,.250,.000,0,0,,zelleco01
412,Keljin Blevins,26,POR,SF,31,1,349,.306,18.4,.351,.207,.063,.027,.054,.649,.333,.391,.286,.000,.333,.292,.615,.857,.018,1,.319,.217,0,0,,blevike01
413,Marquese Chriss,24,DAL,PF,34,0,346,.463,7.8,.813,.530,.254,.015,.015,.187,.495,.592,.265,1.000,.500,.320,.833,1.000,.269,27,.200,.400,1,0,,chrisma01
414,Moses Brown,22,2TM,C,40,6,345,.593,2.5,1.000,.750,.231,.009,.009,.000,.593,.642,.480,.000,.000,,.813,,.454,40,,,0,0,,brownmo01
415,Kira Lewis Jr.,20,NOP,PG,24,0,341,.404,14.5,.603,.247,.171,.103,.062,.397,.523,.694,.400,.333,.333,.224,.435,.846,.027,3,.224,.308,3,0,,lewiski01
416,David Duke Jr.,22,BRK,PG,22,7,341,.361,10.6,.657,.463,.130,.028,.037,.343,.423,.500,.214,.000,.500,.243,.567,1.000,.093,10,.541,.300,0,0,,dukeda01
417,PJ Dozier,25,DEN,SG,18,0,340,.364,17.2,.515,.141,.141,.081,.152,.485,.412,.714,.143,.500,.333,.313,.333,.867,.051,4,.271,.154,0,0,,doziepj01
418,Jarrett Culver,22,MEM,SG,37,0,338,.378,13.1,.652,.259,.193,.081,.119,.348,.443,.543,.346,.364,.438,.255,.410,.833,.044,4,.170,.250,0,0,,culveja01
419,Kris Dunn,27,POR,PG,14,3,336,.431,9.1,.892,.275,.412,.108,.098,.108,.473,.607,.405,.455,.400,.091,.140,1.000,.049,4,.000,,0,0,,dunnkr01
420,Isaiah Thomas,32,3TM,PG,22,1,333,.401,17.5,.503,.126,.180,.132,.066,.497,.464,.571,.233,.636,.545,.337,.487,.786,.000,0,.241,.350,0,0,,thomais02
421,Brad Wanamaker,32,2TM,PG,23,2,320,.364,13.3,.779,.208,.195,.169,.169,.221,.400,.438,.467,.462,.231,.235,.458,.750,.000,0,.118,.000,1,0,,wanambr01
422,Collin Sexton,23,CLE,SG,11,11,316,.450,10.6,.702,.238,.232,.066,.060,.298,.538,.694,.371,.400,.333,.244,.316,.818,.007,1,.156,.286,0,0,,sextoco01
423,Justin Anderson,28,2TM,SF,16,6,316,.379,20.3,.379,.147,.095,.042,.095,.621,.583,.714,.444,.250,.667,.254,.667,.933,.032,1,.339,.400,0,0,,anderju01
424,James Bouknight,21,CHO,SG,31,0,304,.348,12.0,.652,.333,.241,.043,.035,.348,.348,.553,.147,.000,.200,.347,.438,.765,.028,4,.224,.364,0,0,,bouknja01
