Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,playerID
Dwight Howard,36,LAL,C,60,27,16.2,5.9,0.6,6.2,howardw01
Vít Krejčí,21,OKC,SG,30,8,23,3.4,1.9,6.2,krejcvi01
Jalen McDaniels,24,CHA,SF,55,2,16.3,3.1,1.1,6.2,mcdanja01
Payton Pritchard,24,BOS,PG,71,2,14.1,1.9,2,6.2,pritcpa01
Day'Ron Sharpe,20,BKN,PF,32,8,12.2,5,0.5,6.2,sharpda01
Jose Alvarado,23,NOP,PG,54,1,15.4,1.9,2.8,6.1,alvarjo01
Nemanja Bjelica,33,GSW,C,71,0,16.1,4.1,2.2,6.1,bjeline01
Lamar Stevens,24,CLE,PF,63,13,16.1,2.6,0.7,6.1,stevela01
Tristan Thompson,30,TOT,C,57,6,15.7,5.1,0.6,6,thomptr01
Quentin Grimes,21,NYK,SG,46,6,17.1,2,1,6,grimequ01
Tre Jones,22,SAS,PG,69,11,16.6,2.2,3.4,6,jonestr01
Alex Len,28,SAC,C,39,10,15.9,4.1,1.2,6,lenal01
Kevon Looney,25,GSW,C,82,80,21.1,7.3,2,6,looneke01
Austin Rivers,29,DEN,SG,67,18,22.1,1.7,1.3,6,riverau01
Danuel House Jr.,28,TOT,SF,42,7,17.3,2.6,1,5.9,houseda01
Kessler Edwards,21,BKN,SF,48,23,20.6,3.6,0.6,5.9,edwarke02
Danny Green,34,PHI,SF,62,28,21.8,2.5,1,5.9,greenda02
Kira Lewis Jr.,20,NOP,PG,24,0,14.2,1.6,2,5.9,lewiski01
Bismack Biyombo,29,PHX,C,36,3,14.1,4.6,0.6,5.8,biyombi01
Carsen Edwards,23,DET,SG,4,0,19.8,1.5,3.5,5.8,edwarca01
CJ Elleby,21,POR,SF,58,28,20.2,3.9,1.5,5.8,ellebcj01
Luka Garza,23,DET,C,32,5,12.2,3.1,0.6,5.8,garzalu01
Xavier Moon,27,LAC,SG,10,0,13.7,1.4,2.4,5.8,moonxa01
Eric Paschall,25,UTA,PF,58,3,12.7,1.8,0.6,5.8,pascher01
Joshua Primo,19,SAS,SF,50,16,19.3,2.3,1.6,5.8,primojo01
Cassius Stanley,22,DET,SG,9,1,17.2,2.1,0.4,5.8,stanlca01
Justise Winslow,25,TOT,PF,48,11,16.1,4.2,1.8,5.7,winslju01
Kelan Martin,26,TOT,SF,30,1,15,1.8,0.7,5.7,martike03
Keita Bates-Diop,26,SAS,SF,59,14,16.2,3.9,0.7,5.7,bateske01
Naji Marshall,24,NOP,SF,55,4,13.4,2.6,1.1,5.7,marshna01
Matisse Thybulle,24,PHI,SG,66,50,25.5,2.3,1.1,5.7,thybuma01
Dāvis Bertāns,29,TOT,PF,56,0,14.4,2.1,0.6,5.6,bertada01
Derrick Jones Jr.,24,CHI,PF,51,8,17.6,3.3,0.6,5.6,jonesde02
Saben Lee,22,DET,PG,37,0,16.3,2.4,2.9,5.6,leesa01
Dennis Smith Jr.,24,POR,PG,37,4,17.2,2.4,3.6,5.6,smithde03
Keifer Sykes,28,IND,PG,32,11,17.7,1.4,1.9,5.6,sykeske01
James Johnson,34,BKN,PF,62,10,19.2,3.5,2.1,5.5,johnsja01
Greg Monroe,31,TOT,C,14,0,13.9,4.6,1.6,5.4,monrogr01
Wenyen Gabriel,24,TOT,PF,26,5,13.8,3.7,0.5,5.4,gabriwe01
PJ Dozier,25,DEN,SG,18,0,18.9,3.5,1.6,5.4,doziepj01
Rodney McGruder,30,DET,SG,51,2,14.8,2.2,0.9,5.4,mcgruro01
Trey Murphy III,21,NOP,SF,62,1,13.9,2.4,0.6,5.4,murphtr02
Armoni Brooks,23,TOT,SG,54,11,15.6,1.9,1.1,5.3,brookar01
D.J. Augustin,34,TOT,PG,55,2,16.1,1.2,1.9,5.3,augusdj01
Derrick Favors,30,OKC,C,39,18,16.7,4.7,0.6,5.3,favorde01
Dean Wade,25,CLE,PF,51,28,19.2,2.9,1,5.3,wadede01
Omer Yurtseven,23,MIA,C,56,12,12.6,5.3,0.9,5.3,yurtsom01
Garrett Temple,35,NOP,SG,59,16,18.6,2.4,1.3,5.2,templga01
Cody Zeller,29,POR,C,27,0,13.1,4.6,0.8,5.2,zelleco01
DeAndre' Bembry,27,TOT,SF,56,20,18.3,2.9,1.2,5.1,bembrde01
Trey Burke,29,DAL,PG,42,0,10.5,0.8,1.4,5.1,burketr01
Facundo Campazzo,30,DEN,PG,65,4,18.2,1.8,3.4,5.1,campafa01
Wesley Matthews,35,MIL,SG,49,14,20.4,1.9,0.7,5.1,matthwe02
David Nwaba,29,HOU,SF,46,4,13.2,3.3,0.8,5.1,nwabada01
Ignas Brazdeikis,23,ORL,SF,42,1,12.8,1.7,0.9,5,brazdig01
Jock Landale,26,SAS,C,54,1,10.9,2.6,0.8,4.9,landajo01
Rajon Rondo,35,TOT,PG,39,1,17.9,2.8,4.4,4.8,rondora01
Brandon Goodwin,26,CLE,PG,36,5,13.9,1.9,2.5,4.8,goodwbr01
Josh Green,21,DAL,SG,67,3,15.5,2.4,1.2,4.8,greenjo02
John Konchar,25,MEM,SG,72,7,17.9,4.6,1.5,4.8,konchjo01
Xavier Tillman Sr.,23,MEM,PF,53,2,13.2,3,1.2,4.8,tillmxa01
Udoka Azubuike,22,UTA,C,17,6,11.5,4.2,0,4.7,azubuud01
Greg Brown III,20,POR,SF,48,6,13.3,2.8,0.7,4.7,browngr01
David Duke Jr.,22,BKN,PG,22,7,15.5,3,0.8,4.7,dukeda01
Cameron McGriff,24,POR,SF,3,0,15.3,5,1,4.7,mcgrica01
James Bouknight,21,CHA,SG,31,0,9.8,1.7,0.8,4.6,bouknja01
Maurice Harkless,28,SAC,SF,47,24,18.4,2.4,0.5,4.6,harklma01
Svi Mykhailiuk,24,TOR,SF,56,5,12.8,1.6,0.8,4.6,mykhasv01
Romeo Langford,22,TOT,SG,48,5,16.1,2.3,0.4,4.5,langfro01
Khem Birch,29,TOR,C,55,28,18,4.3,1,4.5,birchkh01
Marquese Chriss,24,DAL,PF,34,0,10.2,3,0.5,4.5,chrisma01
Louis King,22,SAC,SF,10,0,10.4,1.2,0.9,4.5,kinglo02
Taj Gibson,36,NYK,C,52,4,18.2,4.4,0.6,4.4,gibsota01
Timothé Luwawu-Cabarrot,26,ATL,SF,52,18,13.2,1.6,0.8,4.4,luwawti01
Moses Moody,19,GSW,SG,52,11,11.7,1.5,0.4,4.4,moodymo01
Jabari Parker,26,BOS,PF,12,0,9.3,2.3,0.5,4.4,parkeja01
Davon Reed,26,DEN,SG,48,5,13.9,2.3,1.1,4.4,reedda01
Delon Wright,29,ATL,SG,77,8,18.9,2.9,2.4,4.4,wrighde01
Moses Brown,22,TOT,C,40,6,8.6,3.4,0,4.3,brownmo01
DeAndre Jordan,33,TOT,C,48,20,13,5.5,0.4,4.3,jordade01
Troy Brown Jr.,22,CHI,SF,66,7,16,3.1,1,4.3,browntr01
Mamadi Diakite,25,OKC,PF,13,3,14.5,4.5,0.2,4.3,diakima01
Malachi Flynn,23,TOR,PG,44,5,12.2,1.4,1.6,4.3,flynnma01
Boban Marjanović,33,DAL,C,23,0,5.6,1.7,0.1,4.3,marjabo01
Trevelin Queen,24,HOU,SG,10,0,7.4,1.6,0.4,4.3,queentr01
Yuta Watanabe,27,TOR,SF,38,4,11.7,2.4,0.6,4.3,watanyu01
Rayjon Tucker,24,TOT,SG,5,0,14.2,1.6,2,4.2,tuckera01
Jevon Carter,26,TOT,PG,66,3,13.7,1.7,1.5,4.2,carteje01
Sam Merrill,25,MEM,SG,6,0,9.7,1.2,0.7,4.2,merrisa01
Lindell Wigginton,23,MIL,PG,19,0,10.5,1.3,1.2,4.2,wiggili01
James Ennis III,31,TOT,SF,7,0,8,1.7,0.4,4.1,ennisja01
Mychal Mulder,27,TOT,PG,17,3,14.1,1.4,0.3,4.1,muldemy01
Santi Aldama,21,MEM,PF,32,0,11.3,2.7,0.7,4.1,aldamsa01
Vlatko Čančar,24,DEN,PF,15,1,11.7,2.1,1.1,4.1,cancavl01
Anthony Gill,29,WAS,PF,44,0,10.5,1.9,0.6,4.1,gillan01
Markus Howard,22,DEN,SG,31,0,5.7,0.4,0.2,4.1,howarma02
Frank Ntilikina,23,DAL,SG,58,5,11.8,1.4,1.2,4.1,ntilila01
Juan Toscano-Anderson,28,GSW,SF,73,6,13.6,2.4,1.7,4.1,toscaju01
Mac McClung,23,TOT,SG,2,0,12.5,1.5,0.5,4,mccluma01
Trevor Ariza,36,LAL,SF,24,11,19.3,3.4,1.1,4,arizatr01
Scotty Hopson,32,OKC,SG,1,0,18,1,1,4,hopsosc01
Andre Iguodala,38,GSW,SF,31,0,19.5,3.2,3.7,4,iguodan01
Micah Potter,23,DET,C,3,0,10.3,3,0,4,pottemi01
Matt Thomas,27,CHI,SG,40,0,11.5,1.3,0.5,4,thomama02
Gabe York,28,IND,SG,2,0,10.5,1,2,4,yorkga01
Didi Louzada,22,TOT,SF,9,1,14.3,1.9,0.6,3.9,louzama01
Kyle Guy,24,MIA,SG,19,0,9.8,0.9,0.9,3.9,guyky01
Malcolm Hill,26,TOT,SG,19,0,11.2,1.8,0.4,3.8,hillma01
Jared Butler,21,UTA,SG,42,1,8.6,1.1,1.5,3.8,butleja02
Sandro Mamukelashvili,22,MIL,PF,41,3,9.9,2,0.5,3.8,mamuksa01
Jordan McLaughlin,25,MIN,PG,62,3,14.5,1.5,2.9,3.8,mclaujo01
Aaron Nesmith,22,BOS,SF,52,3,11,1.7,0.4,3.8,nesmiaa01
Jamorko Pickett,24,DET,PF,13,0,13.5,2.5,0.5,3.8,pickeja01
Admiral Schofield,24,ORL,SF,38,1,12.3,2.3,0.7,3.8,schofad01
Cheick Diallo,25,DET,C,3,0,10.3,4,0,3.7,diallch01
Enes Freedom,29,BOS,C,35,1,11.7,4.6,0.2,3.7,kanteen01
Nathan Knight,24,MIN,PF,37,2,7.2,2.3,0.6,3.7,knighna01
KZ Okpala,22,MIA,PF,21,0,11.6,2,0.7,3.7,okpalkz01
Brad Wanamaker,32,TOT,PG,23,2,13.9,1.7,2.4,3.6,wanambr01
Tomáš Satoranský,30,TOT,SG,55,13,16.5,2.3,3.3,3.6,satorto01
Thanasis Antetokounmpo,29,MIL,SF,48,6,9.9,2.1,0.5,3.6,antetth01
Isaiah Joe,22,PHI,SG,55,1,11.1,1,0.6,3.6,joeis01
Tony Snell,30,TOT,SG,53,12,15.5,1.9,0.5,3.5,snellto01
Elijah Hughes,23,TOT,SG,36,4,12.1,1.6,0.6,3.5,hugheel01
Paul Millsap,36,TOT,C,33,1,11.4,3.5,0.9,3.5,millspa01
Jarrett Culver,22,MEM,SG,37,0,9.1,1.3,0.9,3.5,culveja01
Gorgui Dieng,32,ATL,C,44,3,8.4,2.8,0.8,3.5,dienggo01
Alfonzo McKinnie,29,CHI,SF,17,3,12.1,1.9,0.3,3.5,mckinal01
Kent Bazemore,32,LAL,SF,39,14,14,1.8,0.9,3.4,bazemke01
Tyler Cook,24,CHI,PF,20,2,10,2.7,0.2,3.4,cookty01
Nerlens Noel,27,NYK,C,25,11,22.5,5.6,0.9,3.4,noelne01
Paul Watson,27,OKC,SF,9,3,17.3,3,0.9,3.4,watsopa01
Juancho Hernangómez,26,TOT,PF,40,9,11.1,2.5,0.5,3.3,hernaju01
Semi Ojeleye,27,TOT,PF,30,0,13.5,2.5,0.3,3.3,ojelese01
Tremont Waters,24,TOT,PG,3,0,16.7,1.3,2.3,3.3,watertr01
Tim Frazier,31,TOT,PG,12,3,17.3,1.6,2.8,3.3,fraziti01
Sterling Brown,26,DAL,SG,49,3,12.8,3,0.7,3.3,brownst02
Trent Forrest,23,UTA,PG,60,6,12.8,1.7,1.8,3.3,forretr01
Gabriel Lundberg,27,PHX,SG,4,0,11,1.8,2.8,3.3,lundbga01
Killian Tillie,23,MEM,C,36,3,12.8,1.7,0.6,3.3,tilliki02
Dalano Banton,22,TOR,PG,64,1,10.9,1.9,1.5,3.2,bantoda01
Daishen Nix,19,HOU,SG,24,0,10.9,1.4,1.7,3.2,nixda01
Jahmi'us Ramsey,20,SAC,SG,19,0,7.1,0.7,0.4,3.2,ramseja01
Justin Robinson,24,TOT,PG,25,0,12.2,0.8,1.3,3.1,robinju01
Kevin Knox,22,TOT,SF,30,0,7.4,1.5,0.3,3.1,knoxke01
Rodney Hood,29,TOT,SF,52,0,13.6,1.5,0.7,3.1,hoodro01
Keljin Blevins,26,POR,SF,31,1,11.3,1.5,0.6,3.1,blevike01
Devontae Cacok,25,SAS,PF,15,0,8.1,2.8,0.4,3.1,cacokde01
Paul Reed,22,PHI,C,38,2,7.9,2.4,0.4,3.1,reedpa01
Javonte Smart,22,TOT,PG,17,1,11.8,1.4,0.9,3,smartja01
Paris Bass,26,PHX,SF,2,0,3.5,2,0,3,basspa01
Charles Bassey,21,PHI,C,23,0,7.3,2.7,0.3,3,bassech01
Tony Bradley,24,CHI,C,55,7,10,3.4,0.5,3,bradlto01
Daniel Oturu,22,TOR,C,3,0,9,1.7,0,3,oturuda01
Elfrid Payton,27,PHX,PG,50,1,11,1.8,2,3,paytoel01
Neemias Queta,22,SAC,C,15,0,8,2.1,0.4,3,quetane01
Nick Richards,24,CHA,C,50,5,7.3,1.7,0.3,3,richani01
Matt Ryan,24,BOS,SF,1,0,5,0,0,3,ryanma01
Tre Scott,25,CLE,SF,2,0,5.5,1,0,3,scotttr01
Bruno Fernando,23,TOT,C,30,0,5.1,1.8,0.2,2.9,fernabr01
Vernon Carey Jr.,20,TOT,C,7,1,6.3,1.7,0,2.9,careyve01
Skylar Mays,24,ATL,SG,28,5,7.9,0.9,0.6,2.9,mayssk01
Denzel Valentine,28,TOT,SG,24,0,9.3,1.8,0.5,2.9,valende01
Tyler Johnson,29,TOT,PG,6,0,15.2,2,1.2,2.8,johnsty01
Aleem Ford,24,ORL,SF,5,0,14.8,3,0.4,2.8,fordal03
Tyrone Wallace,27,NOP,SG,6,0,12.5,1.3,0.2,2.8,wallaty01
Gary Clark,27,NOP,PF,38,1,9.9,2.4,0.5,2.7,clarkga01
Josh Okogie,23,MIN,SG,49,6,10.5,1.4,0.5,2.7,okogijo01
Jay Scrubb,21,LAC,SG,18,0,6.7,0.9,0.4,2.7,scrubja01
Quinndary Weatherspoon,25,GSW,SG,11,0,6.6,1.3,0.5,2.7,weathqu01
Chris Silva,25,TOT,PF,10,0,9.1,3.6,0.7,2.6,silvach01
Gabriel Deck,26,OKC,PF,7,0,8,0.9,0.7,2.6,deckga01
Devon Dotson,22,CHI,PG,11,0,7.7,0.8,1.4,2.6,dotsode01
Juwan Morgan,24,TOT,PF,2,0,15.5,2,0.5,2.5,morgaju01
Udonis Haslem,41,MIA,C,13,0,6.4,1.9,0.3,2.5,hasleud01
Sam Hauser,24,BOS,SF,26,0,6.1,1.1,0.4,2.5,hausesa01
Theo Pinson,26,DAL,SF,19,0,7.8,1.1,0.9,2.5,pinsoth01
Bol Bol,22,DEN,PF,14,0,5.8,1.4,0.4,2.4,bolbo01
Jalen Johnson,20,ATL,PF,22,0,5.5,1.2,0.1,2.4,johnsja05
Jake Layman,27,MIN,SF,34,1,6.8,1.1,0.3,2.4,laymaja01
Abdel Nader,28,PHX,SF,14,0,10.4,1.9,0.5,2.4,naderab01
Ish Wainright,27,PHX,PF,45,0,8,1.2,0.3,2.4,wainris01
Nik Stauskas,28,TOT,SG,8,0,4.9,0.4,0.3,2.3,stausni01
Justin Champagnie,20,TOR,SF,36,0,7.8,2,0.3,2.3,champju01
Freddie Gillespie,24,ORL,PF,9,2,13.2,4,0.6,2.3,gillefr01
Haywood Highsmith,25,MIA,SF,19,1,8.6,1.4,0.3,2.3,highsha01
Miles McBride,21,NYK,PG,40,2,9.3,1.1,1,2.2,mcbrimi01
Jericho Sims,23,NYK,PF,41,5,13.5,4.1,0.5,2.2,simsje01
Dylan Windler,25,CLE,SF,50,0,9.2,1.8,0.7,2.2,windldy01
Jeff Dowtin Jr.,24,TOT,PG,9,0,12,2,1.1,2.1,dowtije01
Justin Jackson,26,TOT,SF,7,0,5.3,1,0.3,2.1,jacksju01
Joe Wieskamp,22,SAS,SG,29,0,7.1,0.5,0.3,2.1,wieskjo01
Langston Galloway,30,TOT,SG,7,0,15.3,2.6,1.7,2,gallola01
Luke Kornet,26,TOT,C,15,0,6.9,1.9,0.6,2,kornelu01
Ahmad Caver,25,IND,SG,1,0,1,0,0,2,caverah01
Chris Chiozza,26,GSW,PG,34,1,10.9,1.1,1.9,2,chiozch01
Damyean Dotson,27,NYK,SG,2,0,10.5,1,0.5,2,dotsoda01
Usman Garuba,19,HOU,PF,24,2,10,3.5,0.7,2,garubus01
Shaquille Harrison,28,BKN,SG,2,0,11.5,2,1.5,2,harrish01
Joe Johnson,40,BOS,SG,1,0,2,0,0,2,johnsjo02
Jemerrio Jones,26,LAL,SF,2,0,7.5,1.5,0,2,jonesje01
Norvel Pelle,28,UTA,C,3,0,6.3,2,0,2,pelleno01
Craig Sword,28,WAS,SG,3,0,6.3,0,0.3,2,swordcr01
JT Thor,19,CHA,PF,33,0,7.9,1.3,0.6,2,thorjt01
Cassius Winston,23,WAS,PG,7,0,5.6,0.1,1,2,winstca01
Marko Simonovic,22,CHI,C,9,0,3.9,1.1,0,1.9,simonma01
Alize Johnson,25,TOT,PF,23,0,7.3,2.7,0.4,1.8,johnsal02
Eugene Omoruyi,24,DAL,SF,4,0,4.5,1.8,0.5,1.8,omorueu01
Brodric Thomas,25,BOS,SG,12,0,5,0.8,0.9,1.8,thomabr01
Willie Cauley-Stein,28,TOT,C,20,2,9.2,2,0.5,1.7,caulewi01
Wayne Selden,27,NYK,SG,3,0,6.3,0.3,0.3,1.7,seldewa01
Isaiah Todd,20,WAS,PF,12,0,6.2,1,0.3,1.7,toddis01
Ryan Arcidiacono,27,NYK,PG,10,0,7.6,0.8,0.4,1.6,arcidry01
Kevin Pangos,29,CLE,PG,24,3,6.9,0.5,1.3,1.6,pangoke01
Rob Edwards,25,OKC,SG,2,0,5.5,1.5,0,1.5,edwarro01
Emmanuel Mudiay,25,SAC,PG,2,0,5.5,0,2,1.5,mudiaem01
Malik Fitts,24,TOT,PF,15,0,4.2,1.1,0.3,1.4,fittsma01
Charlie Brown Jr.,24,TOT,SG,22,2,8,1.5,0.3,1.4,brownch02
Leandro Bolmaro,21,MIN,SF,35,2,6.9,1.2,0.6,1.4,bolmale01
Moses Wright,23,TOT,PF,4,0,3.5,0.8,0.5,1.3,wrighmo01
Darren Collison,34,LAL,PG,3,0,12.3,1.3,0.7,1.3,collida01
Jordan Schakel,23,WAS,SG,4,0,7.5,2,0,1.3,schakjo01
Myles Powell,24,PHI,PG,11,0,4.7,0.5,0.3,1.2,powelmy01
Petr Cornelie,26,DEN,PF,13,0,2.9,1.1,0.2,1.1,cornepe01
Tacko Fall,26,CLE,C,11,1,5.4,2.1,0.2,1.1,fallta01
Marcus Garrett,23,MIA,SG,12,0,10.7,1.9,0.6,1.1,garrema01
RJ Nembhard Jr.,22,CLE,SG,14,0,4.5,0.5,0.9,1.1,nembhrj01
Yves Pons,22,MEM,SF,12,0,5.9,1,0.1,1.1,ponsyv01
Shaq Buchanan,25,MEM,SG,2,0,5,1,1,1,buchash01
Kai Jones,21,CHA,C,21,0,3,0.5,0.2,1,joneska01
Dakota Mathias,26,MEM,SG,6,0,2.7,0.3,0.2,1,mathida01
Deividas Sirvydis,21,DET,SG,3,0,9,2,0.3,1,sirvyde01
Jaden Springer,19,PHI,SG,2,0,3,1,0,1,sprinja01
Tyrell Terry,21,MEM,PG,2,0,1.5,0,0,1,terryty01
McKinley Wright IV,23,MIN,PG,5,0,3.8,0,0.6,1,wrighmc01
Ed Davis,32,CLE,C,31,3,6.5,2.1,0.2,0.9,davised01
Carlik Jones,24,TOT,PG,5,0,4.6,0.6,1,0.8,jonesca03
Isaac Bonga,22,TOR,SF,15,0,4.6,0.5,0.3,0.8,bongais01
Jarron Cumberland,24,POR,SG,3,0,4,1,0.3,0.7,cumbeja01
Chandler Hutchison,25,PHX,SF,6,0,3.7,0.8,0.3,0.7,hutchch01
DaQuan Jeffries,24,MEM,SG,3,0,3,0.7,0.3,0.7,jeffrda01
Jaylen Morris,26,SAS,SG,3,0,5.3,0.7,0.7,0.7,morrija01
Xavier Sneed,24,TOT,SF,9,0,4.3,0.7,0.1,0.6,sneedxa01
Solomon Hill,30,ATL,SF,13,1,10.7,1.8,0.9,0.6,hillso01
Robert Woodard II,22,SAC,SF,12,0,3.5,0.9,0.3,0.6,woodaro01
Sharife Cooper,20,ATL,PG,13,0,3,0.4,0.4,0.5,coopesh01
Scottie Lewis,21,CHA,SG,2,0,3.5,0,0.5,0.5,lewissc01
Joel Ayayi,21,WAS,SG,7,0,2.9,0.4,0.6,0.3,ayayijo01
Aaron Henry,22,PHI,SF,6,0,2.8,0.2,0,0.3,henryaa01
George King,28,DAL,SF,4,0,4.8,1.3,0,0.3,kingge03
Miye Oni,24,UTA,SG,16,0,2.8,0.4,0.3,0.3,onimi01
Cat Barber,27,ATL,PG,3,0,4.3,1,1,0,barbeca01
Jordan Bell,27,CHI,C,1,0,2,1,0,0,belljo01
Zylan Cheatham,26,UTA,SF,1,0,5,0,0,0,cheatzy01
Sam Dekker,27,TOR,PF,1,0,1,0,0,0,dekkesa01
Javin DeLaurier,23,MIL,C,1,0,3,1,0,0,delauja01
Jaime Echenique,24,WAS,C,1,0,3,0,0,0,echenja01
Jordan Goodwin,23,WAS,SG,2,0,3,0.5,0,0,goodwjo01
Tyler Hall,24,NYK,SG,1,0,2,0,0,0,hallty01
Nate Hinton,22,IND,SG,2,0,1,0,0,0,hintona01
Jay Huff,23,LAL,C,4,0,5,1,0.3,0,huffja01
Feron Hunt,22,NYK,SF,2,0,4,0.5,0.5,0,huntfe01
DeJon Jarreau,24,IND,SG,1,0,1,0,0,0,jarrede01
David Johnson,20,TOR,SG,2,0,1,0,0,0,johnsda08
Arnoldas Kulboka,24,CHA,SF,2,0,2.5,0,0,0,kulboar01
Anthony Lamb,24,SAS,SF,2,0,4,0.5,1,0,lamban01
JaQuori McLaughlin,24,DAL,PG,4,0,2.8,0,0.5,0,mclauja01
C.J. Miles,34,BOS,SG,1,0,2,0,0,0,milescj01
Matt Mooney,25,NYK,SG,1,0,2,0,0,0,moonema01
Ade Murkey,24,SAC,SG,1,0,1,0,0,0,murkead01
Jaysean Paige,27,DET,PG,1,0,7,1,1,0,paigeja01
Trayvon Palmer,27,DET,SG,1,0,17,2,0,0,palmetr01
Emanuel Terry,25,PHX,PF,3,0,6,5,0.7,0,terryem01
Jon Teske,24,MEM,C,3,0,2.7,0.7,0.3,0,teskejo01
M.J. Walker,23,PHX,SG,2,0,4,0.5,0.5,0,walkemj01
