Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Tre Jones,22,SAS,PG,69,11,1148,-0.5,-0.9,29,10,30,5,40,27,572,12,28,jonestr01
Alex Caruso,27,CHI,SG,41,18,1147,4.9,7.4,39,14,54,2,30,30,383,7,18,carusal01
Marvin Bagley III,22,TOT,PF,48,25,1146,-5.9,0.8,9,5,57,14,55,9,95,19,30,baglema01
Nemanja Bjelica,33,GSW,C,71,0,1142,4.9,-1.2,41,22,69,14,34,0,381,7,19,bjeline01
Ish Smith,33,TOT,PG,65,1,1126,-6.6,-5.8,47,24,51,2,10,9,581,4,21,smithis01
Joe Ingles,34,UTA,SF,45,15,1122,7.9,2.5,28,11,15,4,6,4,383,1,8,inglejo01
Garrett Temple,35,NOP,SG,59,16,1098,-14.1,-17.9,21,11,38,7,17,7,175,4,13,templga01
Stanley Johnson,25,LAL,PF,48,27,1094,-1.2,2.6,15,10,50,6,35,5,195,8,19,johnsst04
Kyrie Irving,29,BKN,PG,29,29,1091,5.5,5.8,46,23,36,3,53,6,395,19,25,irvinky01
Nassir Little,21,POR,SF,42,23,1088,-0.7,11.3,15,12,47,5,42,4,147,11,14,littlna01
Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,-10.9,-3.6,10,20,47,4,25,9,129,2,25,robinje02
JaMychal Green,31,DEN,PF,67,8,1085,-2.8,-7,23,8,77,23,41,10,148,2,31,greenja01
Paul George,31,LAC,PF,31,31,1077,4.3,5.7,79,32,25,8,61,11,430,13,29,georgpa01
Richaun Holmes,28,SAC,C,45,37,1074,-5.9,-0.6,18,18,73,13,43,4,118,17,18,holmeri01
Kenrich Williams,27,OKC,SF,49,0,1072,1.3,13.1,20,18,38,4,27,21,257,3,18,willike04
Dewayne Dedmon,32,MIA,C,67,15,1065,3.1,-2,11,12,78,34,38,16,114,7,22,dedmode01
Damian Lillard,31,POR,PG,29,29,1056,-1.5,10.1,57,17,21,4,52,8,505,8,21,lillada01
Troy Brown Jr.,22,CHI,SF,66,7,1055,-1.4,-1.4,14,8,33,1,14,4,160,5,25,browntr01
LaMarcus Aldridge,36,BKN,C,47,12,1050,1.5,0.1,11,11,46,12,56,0,110,22,11,aldrila01
Larry Nance Jr.,29,TOT,PF,46,11,1040,-1.4,7.8,17,7,31,9,24,11,208,5,10,nancela02
Josh Green,21,DAL,SG,67,3,1039,3.5,-0.1,29,4,51,9,20,17,194,7,18,greenjo02
Rudy Gay,35,UTA,PF,55,1,1038,8.7,3.6,20,16,49,6,37,4,140,7,19,gayru01
DeAndre' Bembry,27,TOT,SF,56,20,1026,1.4,0,18,5,45,4,17,8,157,3,22,bembrde01
Aaron Holiday,25,TOT,PG,63,15,1021,-2.1,-3.2,42,14,40,2,29,9,370,7,18,holidaa01
Damian Jones,26,SAC,C,56,15,1017,-8.6,-4.2,22,16,71,15,66,7,167,21,18,jonesda03
Lamar Stevens,24,CLE,PF,63,13,1015,-0.6,-3.6,13,19,56,8,37,3,115,13,26,stevela01
Cam Reddish,22,TOT,SF,49,7,1012,-9.3,-13.2,19,20,29,4,52,6,115,9,23,reddica01
Donte DiVincenzo,25,TOT,SG,42,1,1006,-4.8,-2.4,41,26,35,4,19,16,269,2,11,divindo01
Wesley Matthews,35,MIL,SG,49,14,1002,8.3,6.8,11,5,43,1,12,25,85,5,10,matthwe02
Payton Pritchard,24,BOS,PG,71,2,1001,3.5,-5.6,22,9,20,2,6,3,353,2,13,pritcpa01
Juan Toscano-Anderson,28,GSW,SF,73,6,994,4.7,-1.4,37,12,60,8,25,5,320,6,19,toscaju01
Onyeka Okongwu,21,ATL,C,48,6,992,5.2,4.4,14,12,91,13,55,3,133,16,21,okongon01
Khem Birch,29,TOR,C,55,28,991,0.1,-2.7,10,6,50,10,33,3,139,8,12,birchkh01
Kessler Edwards,21,BKN,SF,48,23,987,-1.9,-4.4,19,12,44,2,11,2,80,5,19,edwarke02
Dean Wade,25,CLE,PF,51,28,980,2.5,0.5,9,6,37,1,12,3,131,5,6,wadede01
Daniel Theis,29,TOT,C,47,27,977,-3.2,-1.3,22,10,71,11,35,9,105,10,12,theisda01
Jaylen Nowell,22,MIN,SG,62,1,975,3,0.7,21,9,48,1,46,5,313,15,16,nowelja01
Nic Claxton,22,BKN,C,47,19,974,0.7,-0.9,7,12,59,12,48,5,104,15,20,claxtni01
Dwight Howard,36,LAL,C,60,27,971,-6.2,-4.1,8,14,66,18,69,3,80,11,22,howardw01
Ricky Rubio,31,CLE,PG,34,8,970,8.8,9,59,16,18,6,29,14,527,5,26,rubiori01
Duane Washington Jr.,21,IND,PG,48,7,968,-7.8,-5,38,18,40,0,29,11,191,7,29,washidu02
Joshua Primo,19,SAS,SF,50,16,965,-3.7,-5,40,7,51,5,24,10,187,4,10,primojo01
Moritz Wagner,24,ORL,C,63,3,960,-7.8,0.5,19,13,51,18,59,28,222,16,22,wagnemo01
Blake Griffin,32,BKN,C,56,24,958,-4.7,-8,14,9,44,5,33,36,253,9,19,griffbl01
Keita Bates-Diop,26,SAS,SF,59,14,956,1.7,2.2,18,15,29,5,32,1,99,9,26,bateske01
Isaiah Roby,23,OKC,PF,45,28,948,-9.3,-1.4,13,18,69,7,52,5,175,7,24,robyis01
Kemba Walker,31,NYK,PG,37,37,948,-9.6,-13.1,30,14,21,0,30,25,327,6,16,walkeke02
Taj Gibson,36,NYK,C,52,4,946,4.1,4.9,8,3,56,11,22,4,84,4,9,gibsota01
Rui Hachimura,23,WAS,PF,42,13,943,-5.8,-3.4,11,10,22,3,33,1,125,8,16,hachiru01
Klay Thompson,31,GSW,SG,32,32,941,3.5,-2.9,20,13,32,1,21,1,210,3,13,thompkl01
Jeremy Lamb,29,TOT,SF,56,0,935,-0.3,5,20,7,24,1,42,3,190,13,10,lambje01
Jalen Smith,21,TOT,PF,51,8,925,1.4,0.7,12,10,53,13,45,10,53,9,12,smithja04
Théo Maledon,20,OKC,PG,51,7,908,-11.7,-4.4,37,14,27,1,48,7,279,12,24,maledth01
Tomáš Satoranský,30,TOT,SG,55,13,906,-7.9,-6.6,32,10,23,2,27,10,440,6,11,satorto01
Jevon Carter,26,TOT,PG,66,3,905,-1.6,-4.1,24,5,30,1,2,1,226,0,6,carteje01
Jordan McLaughlin,25,MIN,PG,62,3,902,1.8,-0.9,29,9,19,0,17,10,451,6,14,mclaujo01
Derrick Jones Jr.,24,CHI,PF,51,8,899,2.2,3.3,7,8,54,9,35,6,75,10,20,jonesde02
Tristan Thompson,30,TOT,C,57,6,897,-3.8,-0.6,4,14,45,20,48,1,82,9,29,thomptr01
Jalen McDaniels,24,CHA,SF,55,2,895,2.7,2.9,10,16,44,3,34,8,142,6,5,mcdanja01
Dillon Brooks,26,MEM,SF,32,31,885,11.5,7.4,10,24,46,8,50,18,199,14,27,brookdi01
D.J. Augustin,34,TOT,PG,55,2,883,-11.7,-5.8,44,8,20,1,11,2,265,3,10,augusdj01
Serge Ibaka,32,TOT,C,54,12,877,-2.2,-4,13,14,47,10,20,1,116,7,13,ibakase01
Trendon Watford,21,POR,SF,48,10,869,-18.7,-12.6,20,6,59,14,47,4,200,9,20,watfotr01
Trey Murphy III,21,NOP,SF,62,1,864,-1.2,-0.2,8,5,30,1,24,9,94,6,12,murphtr02
Maurice Harkless,28,SAC,SF,47,24,863,-4.5,1.2,12,6,36,7,13,2,54,3,9,harklma01
Thaddeus Young,33,TOT,PF,52,1,845,1.8,0.6,33,16,46,3,23,12,246,9,20,youngth01
Armoni Brooks,23,TOT,SG,54,11,844,-6.2,1.1,12,7,46,1,9,4,149,3,4,brookar01
Willy Hernangómez,27,NOP,C,50,8,839,-1.9,-1,20,14,48,15,64,2,144,15,27,hernawi01
Jose Alvarado,23,NOP,PG,54,1,834,8.1,11.7,26,11,34,2,20,14,354,4,19,alvarjo01
Josh Jackson,24,TOT,SF,51,3,830,-9.2,-1.7,33,8,41,3,39,16,127,12,22,jacksjo02
Tony Snell,30,TOT,SG,53,12,823,-7.1,-1.1,12,4,37,1,3,0,70,2,4,snellto01
Lance Stephenson,31,TOT,SG,46,1,814,-7.1,-4.4,39,15,38,11,36,6,398,6,18,stephla01
Wayne Ellington,34,LAL,SG,43,9,810,-3.9,-1,16,1,22,1,1,5,73,0,4,ellinwa01
Dāvis Bertāns,29,TOT,PF,56,0,807,1.3,2.1,12,3,40,3,9,6,75,2,3,bertada01
Ty Jerome,24,OKC,SG,48,4,801,-3.3,6.2,19,12,26,2,20,4,276,4,18,jeromty01
Lou Williams,35,ATL,PG,56,0,799,0.6,-1.6,30,12,16,0,30,2,251,4,12,willilo02
Quentin Grimes,21,NYK,SG,46,6,786,-1.1,-1.7,16,4,30,2,4,5,108,3,2,grimequ01
Justise Winslow,25,TOT,PF,48,11,774,2.5,6.5,27,16,28,4,29,6,200,5,22,winslju01
Romeo Langford,22,TOT,SG,48,5,771,1.9,-6.7,9,3,28,1,19,5,53,6,14,langfro01
Trent Forrest,23,UTA,PG,60,6,765,6.2,0.2,29,7,21,3,23,0,262,6,12,forretr01
Kelly Olynyk,30,DET,C,40,1,764,-5.7,2.8,27,13,45,16,34,11,268,10,13,olynyke01
Brandon Boston Jr.,20,LAC,SG,51,0,760,-2.2,-2.9,10,9,20,0,30,2,120,5,26,bostobr01
Rodney McGruder,30,DET,SG,51,2,754,-3.3,5.9,10,8,28,4,12,4,117,2,15,mcgruro01
Eric Paschall,25,UTA,PF,58,3,736,-2.1,-10,7,13,20,7,43,3,94,12,22,pascher01
Naji Marshall,24,NOP,SF,55,4,735,-2.4,-1.6,24,9,30,7,44,5,144,5,18,marshna01
Goga Bitadze,22,IND,C,50,16,729,-3.1,1.2,15,12,52,12,47,3,132,15,24,bitadgo01
Danuel House Jr.,28,TOT,SF,42,7,727,3,2,21,9,27,0,22,6,106,3,12,houseda01
DeMarcus Cousins,31,TOT,C,48,7,718,2.2,-0.7,37,13,69,27,59,11,179,18,26,couside01
Svi Mykhailiuk,24,TOR,SF,56,5,716,-6.5,-10.7,14,11,24,2,15,6,110,2,11,mykhasv01
Terry Taylor,22,IND,PF,33,7,714,-8.7,-5.7,9,6,25,4,27,3,104,7,14,taylote01
Rodney Hood,29,TOT,SF,52,0,709,0.5,-2.7,8,1,18,0,7,3,96,2,0,hoodro01
Omer Yurtseven,23,MIA,C,56,12,706,4.8,0.3,13,11,52,12,31,4,121,9,18,yurtsom01
Xavier Tillman Sr.,23,MEM,PF,53,2,701,-0.3,-7.4,8,8,38,12,35,0,147,9,15,tillmxa01
Zeke Nnaji,21,DEN,PF,41,1,698,-3.5,-7,8,7,36,7,32,3,45,4,19,nnajize01
Keon Johnson,19,TOT,SG,37,12,697,-19.6,-14.4,22,17,43,1,19,5,178,4,23,johnske07
Rajon Rondo,35,TOT,PG,39,1,697,-7.6,-8.3,55,9,21,1,3,7,403,1,10,rondora01
Dalano Banton,22,TOR,PG,64,1,696,2,-0.2,20,14,29,9,19,1,240,3,16,bantoda01
Vít Krejčí,21,OKC,SG,30,8,690,-12.2,-4.8,16,7,34,2,12,3,140,2,9,krejcvi01
Frank Ntilikina,23,DAL,SG,58,5,685,4.5,1.1,24,2,29,5,10,8,160,2,10,ntilila01
Timothé Luwawu-Cabarrot,26,ATL,SF,52,18,685,-2.6,-5.4,13,3,37,2,20,8,99,4,9,luwawti01
Davon Reed,26,DEN,SG,48,5,668,0.3,-2.4,6,4,37,2,7,0,134,3,4,reedda01
Derrick Favors,30,OKC,C,39,18,653,-9.1,-0.9,2,3,37,0,12,2,64,1,7,favorde01
T.J. McConnell,29,IND,PG,27,8,652,-4.8,-0.9,20,4,25,0,9,10,322,3,10,mccontj01
Greg Brown III,20,POR,SF,48,6,640,-17.3,-10.1,8,13,42,4,31,8,84,5,18,browngr01
Brandon Williams,22,POR,PG,24,16,640,-21.4,-14.9,36,18,31,1,40,5,224,8,22,willibr03
Dennis Smith Jr.,24,POR,PG,37,4,638,-8.7,0.2,30,12,14,2,29,3,324,11,20,smithde03
Derrick Rose,33,NYK,PG,26,4,636,6.3,7.2,25,13,6,0,15,4,245,3,17,rosede01
Sterling Brown,26,DAL,SG,49,3,628,1.8,-2.1,9,9,26,2,6,1,83,1,13,brownst02
DeAndre Jordan,33,TOT,C,48,20,622,-9.8,-9.5,13,10,38,8,20,0,52,2,6,jordade01
Alex Len,28,SAC,C,39,10,620,-5.4,0.1,14,11,55,12,28,2,118,7,13,lenal01
Robin Lopez,33,ORL,C,36,9,612,-6.5,2,9,11,36,17,24,2,127,6,5,lopezro01
Isaiah Joe,22,PHI,SG,55,1,609,2.2,-0.6,12,2,23,3,14,9,85,5,6,joeis01
David Nwaba,29,HOU,SF,46,4,609,-9.3,-0.4,11,5,29,2,32,2,83,5,23,nwabada01
Moses Moody,19,GSW,SG,52,11,607,-2.9,-10.2,9,1,25,2,17,6,56,6,3,moodymo01
Saben Lee,22,DET,PG,37,0,604,-8,0,24,7,21,1,34,7,259,5,22,leesa01
Andre Iguodala,38,GSW,SF,31,0,603,10.2,5.2,22,4,19,0,6,8,275,0,2,iguodan01
Mike Muscala,30,OKC,C,43,0,592,0.5,10.4,4,6,35,3,26,3,55,7,10,muscami01
Jock Landale,26,SAS,C,54,1,589,-1.5,-1.9,14,6,34,6,20,4,111,7,12,landajo01
Aaron Nesmith,22,BOS,SF,52,3,574,4.5,-3.8,17,5,39,3,15,6,53,7,2,nesmiaa01
Keifer Sykes,28,IND,PG,32,11,566,-8.4,-5,16,10,15,1,4,6,155,1,7,sykeske01
Nerlens Noel,27,NYK,C,25,11,562,-4.4,-5.4,3,7,33,6,10,6,53,4,4,noelne01
Jericho Sims,23,NYK,PF,41,5,555,7.9,8.9,3,6,41,6,13,5,58,1,1,simsje01
Tony Bradley,24,CHI,C,55,7,549,7.8,9.5,5,11,28,17,16,4,66,3,18,bradlto01
Elfrid Payton,27,PHX,PG,50,1,549,-2.9,-12.3,29,7,12,2,12,1,230,4,28,paytoel01
Kent Bazemore,32,LAL,SF,39,14,545,-9.1,-7,14,4,35,1,7,6,82,1,0,bazemke01
Isaiah Jackson,20,IND,C,36,15,541,-4.7,-0.8,12,5,41,17,40,5,24,8,9,jacksis01
Malachi Flynn,23,TOR,PG,44,5,537,-2.1,-5,10,1,21,2,9,3,174,3,10,flynnma01
Ignas Brazdeikis,23,ORL,SF,42,1,536,-15.8,-8.8,8,2,27,3,14,5,93,2,12,brazdig01
Terence Davis,24,SAC,SG,30,11,536,5.6,12.8,16,5,33,5,19,2,92,8,12,daviste02
Josh Okogie,23,MIN,SG,49,6,516,3,0.6,10,6,26,3,23,19,61,5,10,okogijo01
Bismack Biyombo,29,PHX,C,36,3,506,4.6,-3.7,6,5,41,9,30,0,55,9,7,biyombi01
Brandon Goodwin,26,CLE,PG,36,5,502,-5,-8.1,28,4,7,3,17,5,220,7,16,goodwbr01
Zach Collins,24,SAS,C,28,4,502,2.2,2.4,19,13,47,9,23,3,134,4,16,colliza01
Goran Dragić,35,TOT,PG,21,8,498,-0.2,-1.7,17,9,15,3,9,9,202,1,9,dragigo01
Thanasis Antetokounmpo,29,MIL,SF,48,6,473,-10.6,-15.6,8,6,33,4,20,6,53,2,12,antetth01
Admiral Schofield,24,ORL,SF,38,1,469,-12.2,-4.5,10,5,37,1,9,6,62,3,5,schofad01
Lindy Waters III,24,OKC,SG,25,1,465,-5,3.8,8,1,20,1,2,1,60,0,2,waterli01
Anthony Gill,29,WAS,PF,44,0,463,8.3,13.1,9,3,36,4,26,6,64,4,12,gillan01
Trevor Ariza,36,LAL,SF,24,11,462,-4.8,-1.9,5,3,13,0,6,4,72,3,3,arizatr01
Killian Tillie,23,MEM,C,36,3,461,2,-4.2,8,2,39,1,2,3,52,0,10,tilliki02
Dylan Windler,25,CLE,SF,50,0,459,-0.1,-2.4,8,2,28,2,8,1,81,2,4,windldy01
Matt Thomas,27,CHI,SG,40,0,459,2.6,3.3,4,1,8,0,6,1,48,1,5,thomama02
Kelan Martin,26,TOT,SF,30,1,450,-6.4,-2.7,9,1,17,1,7,0,51,1,10,martike03
Yuta Watanabe,27,TOR,SF,38,4,445,-4.6,-7.7,9,6,17,2,19,3,51,4,7,watanyu01
Juancho Hernangómez,26,TOT,PF,40,9,445,1.4,-4.4,11,3,14,1,18,0,53,3,6,hernaju01
Trey Burke,29,DAL,PG,42,0,441,-1.3,-5.4,15,7,21,3,8,4,135,0,6,burketr01
Thomas Bryant,24,WAS,C,27,9,439,-9.1,-6.6,9,1,29,6,19,0,52,4,7,bryanth01
Elijah Hughes,23,TOT,SG,36,4,434,-24.7,-20.9,5,9,26,1,5,7,53,2,3,hugheel01
Joe Harris,30,BKN,SF,14,14,423,1.8,0.5,7,3,9,3,2,0,33,1,6,harrijo01
Patrick Williams,20,CHI,PF,17,9,422,-7.2,-7.7,9,6,15,0,18,4,36,4,7,willipa01
Olivier Sarr,22,OKC,C,22,2,421,-1.6,7.5,7,6,29,7,10,1,52,2,10,sarrol01
Enes Freedom,29,BOS,C,35,1,411,8.9,1.4,3,9,29,4,15,1,19,5,16,kanteen01
Sandro Mamukelashvili,22,MIL,PF,41,3,407,-18.2,-23.7,7,3,18,1,11,0,56,4,9,mamuksa01
Semi Ojeleye,27,TOT,PF,30,0,406,-16.1,-19.9,6,3,15,0,11,2,23,3,9,ojelese01
Day'Ron Sharpe,20,BKN,PF,32,8,391,6.4,5.5,10,10,31,4,21,2,41,6,14,sharpda01
Luka Garza,23,DET,C,32,5,389,-7.5,0.6,7,2,31,7,24,9,48,8,17,garzalu01
Isaiah Livers,23,DET,SF,19,5,383,-2.1,6.6,7,6,23,1,7,1,55,1,3,liveris01
Gary Clark,27,NOP,PF,38,1,378,0,1.2,6,2,11,0,4,3,46,0,6,clarkga01
Paul Millsap,36,TOT,C,33,1,376,-4.5,-6.4,5,8,38,4,9,2,70,2,5,millspa01
Miles McBride,21,NYK,PG,40,2,372,15.2,16.5,2,2,20,0,4,2,105,1,4,mcbrimi01
Chris Chiozza,26,GSW,PG,34,1,372,-7.1,-14.1,18,11,16,1,1,8,158,1,6,chiozch01
Gorgui Dieng,32,ATL,C,44,3,371,-8.4,-11.3,6,1,24,4,12,4,82,4,5,dienggo01
Nick Richards,24,CHA,C,50,5,367,-12.3,-14.1,6,5,17,9,21,5,32,7,8,richani01
Jared Butler,21,UTA,SG,42,1,360,-0.2,-6.9,16,14,22,2,5,0,154,1,5,butleja02
Santi Aldama,21,MEM,PF,32,0,360,2.3,-3.8,7,3,15,5,15,1,58,4,4,aldamsa01
Markelle Fultz,23,ORL,PG,18,3,360,-3.9,4.8,23,15,14,1,15,3,246,7,13,fultzma01
Ish Wainright,27,PHX,PF,45,0,359,5.2,-2.8,6,1,25,6,4,2,38,2,7,wainris01
Wenyen Gabriel,24,TOT,PF,26,5,358,3.3,6.5,6,5,36,5,19,1,36,6,16,gabriwe01
Cody Zeller,29,POR,C,27,0,355,-2.8,6.8,3,3,18,8,15,2,56,1,14,zelleco01
Keljin Blevins,26,POR,SF,31,1,349,-27.8,-20.8,6,9,19,1,2,0,48,0,6,blevike01
Marquese Chriss,24,DAL,PF,34,0,346,-4,-8.3,4,3,36,9,14,2,42,3,20,chrisma01
Moses Brown,22,TOT,C,40,6,345,-6.9,-10.2,2,4,34,6,32,0,2,4,6,brownmo01
Kira Lewis Jr.,20,NOP,PG,24,0,341,-15.5,-15.8,18,5,7,0,6,4,120,2,6,lewiski01
David Duke Jr.,22,BKN,PG,22,7,341,-1.4,-3.1,4,1,16,1,8,1,39,1,11,dukeda01
PJ Dozier,25,DEN,SG,18,0,340,-12.6,-16.3,10,1,16,0,7,5,70,1,5,doziepj01
Jarrett Culver,22,MEM,SG,37,0,338,-2.7,-9.3,8,6,21,4,17,0,75,4,9,culveja01
Kris Dunn,27,POR,PG,14,3,336,-12.3,-3.7,16,12,17,1,10,0,188,4,11,dunnkr01
Isaiah Thomas,32,TOT,PG,22,1,333,-3.2,-2.7,9,3,13,1,10,1,80,1,8,thomais02
Brad Wanamaker,32,TOT,PG,23,2,320,-4.6,-0.9,14,4,16,1,10,1,133,5,12,wanambr01
Collin Sexton,23,CLE,SG,11,11,316,-6.2,-9,11,9,5,3,18,3,57,4,16,sextoco01
Justin Anderson,28,TOT,SF,16,6,316,-1.8,1.1,5,2,13,0,10,1,87,5,5,anderju01
James Bouknight,21,CHA,SG,31,0,304,-7.7,-8.9,3,6,12,2,12,4,62,2,17,bouknja01
Justin Robinson,24,TOT,PG,25,0,304,-18.3,-18.3,11,3,18,0,1,11,77,0,1,robinju01
Paul Reed,22,PHI,C,38,2,302,-5.6,-9,1,4,31,5,8,2,40,2,9,reedpa01
Markieff Morris,32,MIA,PF,17,1,298,3.8,-0.9,7,5,14,4,5,0,57,1,1,morrima02
Brook Lopez,33,MIL,C,13,11,298,-1.5,-5.1,4,2,18,5,10,0,14,3,5,lopezbr01
Justin Champagnie,20,TOR,SF,36,0,281,8.1,6.4,1,2,15,1,4,1,28,1,4,champju01
Nathan Knight,24,MIN,PF,37,2,267,4.4,2.1,6,5,19,6,29,0,54,4,12,knighna01
Michael Porter Jr.,23,DEN,SF,9,9,265,9.6,7.7,5,2,6,4,5,0,38,3,4,portemi01
JT Thor,19,CHA,PF,33,0,262,0.4,-0.1,5,3,15,1,10,1,49,4,2,thorjt01
Daishen Nix,19,HOU,SG,24,0,261,-7.9,1.2,19,5,10,1,15,0,95,2,8,nixda01
KZ Okpala,22,MIA,PF,21,0,244,4.3,-0.3,1,2,17,2,6,0,35,1,2,okpalkz01
Leandro Bolmaro,21,MIN,SF,35,2,241,0.4,-2.2,8,1,8,1,3,2,49,1,1,bolmale01
Jaylen Hoard,22,OKC,SF,7,5,240,-17.7,-10,5,2,11,1,8,0,41,2,10,hoardja01
Usman Garuba,19,HOU,PF,24,2,239,6.6,16.6,3,1,13,2,4,2,41,1,6,garubus01
Mychal Mulder,27,TOT,PG,17,3,239,-11.8,-6.2,5,1,4,1,2,1,14,0,7,muldemy01
Jake Layman,27,MIN,SF,34,1,231,-2.1,-4.8,5,3,6,1,10,0,22,2,4,laymaja01
Denzel Valentine,28,TOT,SG,24,0,222,-4.9,-7.7,4,6,7,0,0,0,29,0,1,valende01
Kevin Knox,22,TOT,SF,30,0,222,-15.6,-17.2,3,1,12,0,9,1,25,0,4,knoxke01
Skylar Mays,24,ATL,SG,28,5,220,-11.7,-14.3,6,2,5,1,4,2,47,3,5,mayssk01
Georgios Kalaitzakis,23,TOT,SF,13,4,214,-29.7,-24.7,12,6,6,1,14,0,28,4,0,kalaige01
Malcolm Hill,26,TOT,SG,19,0,212,-6.5,-7,1,1,12,0,6,2,18,1,2,hillma01
Tim Frazier,31,TOT,PG,12,3,208,-19.2,-11.9,9,3,8,2,4,4,79,1,2,fraziti01
Alfonzo McKinnie,29,CHI,SF,17,3,206,-12.7,-13,2,1,14,1,3,1,10,0,4,mckinal01
Joe Wieskamp,22,SAS,SG,29,0,205,-1.1,-1.2,2,0,8,0,6,1,22,0,2,wieskjo01
Ed Davis,32,CLE,C,31,3,201,2.8,0.7,2,0,23,3,4,0,17,0,1,davised01
Tyler Cook,24,CHI,PF,20,2,200,-7.9,-7.9,1,1,15,5,14,8,8,1,6,cookty01
Javonte Smart,22,TOT,PG,17,1,200,-10.1,-14,7,3,7,0,3,0,38,0,8,smartja01
Lindell Wigginton,23,MIL,PG,19,0,199,-10.4,-14.3,8,2,11,1,15,4,51,2,6,wiggili01
Braxton Key,24,TOT,SF,11,0,197,5.9,14.3,8,2,15,1,6,4,25,3,4,keybr01
Udoka Azubuike,22,UTA,C,17,6,195,-0.1,-6.5,2,2,15,5,5,0,0,3,2,azubuud01
Greg Monroe,31,TOT,C,14,0,195,0.4,-2.3,8,3,14,0,13,0,53,3,10,monrogr01
Mamadi Diakite,25,OKC,PF,13,3,188,-5.8,2.6,1,1,18,4,5,2,5,1,5,diakima01
Reggie Perry,21,TOT,PF,10,1,187,-20.1,-12,5,4,17,2,8,0,31,3,3,perryre01
Kyle Guy,24,MIA,SG,19,0,186,-13.1,-18.6,10,2,9,0,4,3,41,1,3,guyky01
Willie Cauley-Stein,28,TOT,C,20,2,183,6.1,2.7,2,2,13,2,1,0,25,0,6,caulewi01
Frank Kaminsky,28,PHX,C,9,0,181,8.8,1.1,0,3,9,1,10,2,31,4,3,kaminfr01
Charlie Brown Jr.,24,TOT,SG,22,2,177,-0.6,-3.2,4,1,11,0,4,0,15,2,5,brownch02
Markus Howard,22,DEN,SG,31,0,176,-4.7,-7.3,5,0,9,1,5,4,18,1,9,howarma02
Vlatko Čančar,24,DEN,PF,15,1,176,-0.1,-2.6,5,2,11,2,6,2,44,0,3,cancavl01
Jamorko Pickett,24,DET,PF,13,0,176,-1.5,6.8,1,4,8,0,1,1,19,0,1,pickeja01
Zavier Simpson,24,OKC,PG,4,4,174,-26.1,-18.6,7,1,7,1,3,0,76,1,7,simpsza01
Victor Oladipo,29,MIA,SG,8,1,173,-1.4,-6.3,9,6,8,0,7,5,68,2,3,oladivi01
Hassani Gravett,25,ORL,PG,8,3,171,-0.3,8.3,8,1,7,0,2,1,50,0,3,graveha01
Charles Bassey,21,PHI,C,23,0,168,-10.6,-13.8,1,4,21,0,7,0,18,2,3,bassech01
Alize Johnson,25,TOT,PF,23,0,167,-10.7,-10.4,1,6,13,3,6,0,22,2,7,johnsal02
Kevin Pangos,29,CLE,PG,24,3,166,-12,-14.8,3,3,5,1,0,1,70,0,1,pangoke01
Haywood Highsmith,25,MIA,SF,19,1,163,-9.1,-14.3,1,1,6,0,3,0,15,1,3,highsha01
Sam Hauser,24,BOS,SF,26,0,158,2.6,-5.3,1,0,2,0,0,0,24,0,1,hausesa01
Paul Watson,27,OKC,SF,9,3,156,-18.3,-10.4,2,0,4,2,0,0,19,0,1,watsopa01
Cassius Stanley,22,DET,SG,9,1,155,-4.4,3.8,3,2,9,1,5,2,10,2,2,stanlca01
Bruno Fernando,23,TOT,C,30,0,152,-8.5,-6,3,3,11,6,11,0,16,6,7,fernabr01
Theo Pinson,26,DAL,SF,19,0,148,-11.1,-15.2,5,0,5,0,3,0,40,0,0,pinsoth01
Abdel Nader,28,PHX,SF,14,0,145,-1.6,-9.7,7,2,6,1,4,3,20,0,2,naderab01
Devin Cannady,25,ORL,PG,5,0,145,-3.3,5.1,3,1,3,1,1,0,25,0,3,cannade01
Solomon Hill,30,ATL,SF,13,1,139,16,14.6,0,0,6,1,0,0,32,0,1,hillso01
Xavier Moon,27,LAC,SG,10,0,137,0.7,0.6,4,2,7,0,1,1,63,0,3,moonxa01
Jahmi'us Ramsey,20,SAC,SG,19,0,134,-9.3,-4,0,4,4,1,6,0,16,0,3,ramseja01
Didi Louzada,22,TOT,SF,9,1,129,-32.2,-24.4,2,2,8,0,0,1,11,0,3,louzama01
Boban Marjanović,33,DAL,C,23,0,128,15.7,12.6,2,7,12,3,11,1,8,4,5,marjabo01
Marcus Garrett,23,MIA,SG,12,0,128,9.6,5.1,1,1,8,0,3,1,17,1,3,garrema01
Jay Scrubb,21,LAC,SG,18,0,121,6,6.1,4,2,4,0,3,1,17,2,0,scrubja01
Devontae Cacok,25,SAS,PF,15,0,121,-2.6,-2.8,2,0,11,1,3,0,13,1,2,cacokde01
Jalen Johnson,20,ATL,PF,22,0,120,-6.4,-8.5,7,0,6,1,2,0,9,1,2,johnsja05
Neemias Queta,22,SAC,C,15,0,120,-2.4,3.1,1,1,8,3,8,0,12,1,3,quetane01
Melvin Frazier,25,OKC,SG,3,0,120,-38.7,-31.4,1,1,6,0,4,1,3,1,5,frazime01
