Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,playerID
Trendon Watford,24,BKN,PF,44,6,913,13,0.557,0.251,0.349,4.4,16,9.9,21,1.5,1.3,17.1,23.3,0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,watfotr01
KJ Martin,24,TOT,PF,43,16,912,10.2,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4,martike04
Jaden Hardy,22,DAL,SG,57,3,907,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,hardyja02
Day'Ron Sharpe,23,BKN,C,50,2,907,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0,0.9,0.9,0.7,sharpda01
Adem Bona,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,bonaad01
Tre Jones,25,TOT,PG,46,9,905,16.3,0.617,0.202,0.282,3.7,9.9,6.8,28.6,1.9,1,11.6,14.1,2.3,0.6,2.9,0.155,0.5,1,1.5,0.8,jonestr01
Jaden Ivey,22,DET,SG,30,30,898,14.7,0.569,0.373,0.281,5,10.3,7.6,19.7,1.5,1.2,16.1,26,0.3,0.8,1.2,0.062,0.8,-0.8,0,0.5,iveyja01
Kelly Olynyk,33,TOT,C,44,22,891,14.9,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2,19.4,18.5,1,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3,olynyke01
Chet Holmgren,22,OKC,C,32,32,877,19.2,0.599,0.34,0.393,6,25,15.7,9.7,1.3,8.2,12.3,22,1.1,2,3.2,0.173,0.5,1.9,2.4,1,holmgch01
Neemias Queta,25,BOS,C,62,6,863,16.3,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1,4.5,14.8,13.7,1.8,1.4,3.2,0.179,-1.7,1,-0.7,0.3,quetane01
Alec Burks,33,MIA,SG,49,14,863,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9,16.5,0.9,0.9,1.8,0.1,0,0.3,0.3,0.5,burksal01
Chris Boucher,32,TOR,PF,50,0,862,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1,2.7,0.148,2.9,-0.6,2.3,0.9,bouchch01
Zion Williamson,24,NOP,PF,30,30,857,27.3,0.6,0.026,0.474,9.3,18.2,13.6,36.6,2.1,3,12.8,34.7,1.9,0.6,2.5,0.141,5.9,1,7,1.9,willizi01
Khris Middleton,33,TOT,SF,37,21,843,16.7,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2,0.9,13,22,1.2,0.8,2,0.116,0.4,0.3,0.7,0.6,middlkh01
KJ Simpson,22,CHA,PG,36,15,842,8.3,0.437,0.432,0.166,4.8,9,6.9,19.8,2,0.7,14.8,19.1,-1,0.5,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7,simpskj01
Shake Milton,28,TOT,SG,57,2,837,11.9,0.563,0.417,0.232,4.2,9.9,7,18.3,1.5,0.5,12.5,16.7,0.8,0.5,1.3,0.077,-1.7,-0.5,-2.2,0,miltosh01
Dereck Lively II,20,DAL,C,36,29,833,20.1,0.704,0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1,3.4,0.199,1.1,2.2,3.3,1.1,livelde01
Garrison Mathews,28,ATL,SG,47,2,830,11.2,0.606,0.848,0.304,1.7,10,5.7,9.3,1.5,1.7,9.6,15.9,1,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1,mathega01
Cam Whitmore,20,HOU,SF,51,3,827,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,whitmca01
Ryan Rollins,22,MIL,PG,56,19,820,14,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1,1.7,0.101,-1.4,0.9,-0.5,0.3,rolliry01
Marcus Sasser,24,DET,PG,57,1,811,14,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,sassema01
Steven Adams,31,HOU,C,58,3,794,16.6,0.541,0.012,0.557,21.8,22,21.9,10.9,1.3,3.2,20.6,13.6,1,1.3,2.3,0.137,0,0.3,0.3,0.5,adamsst01
Aaron Holiday,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2,0.122,-0.4,0.1,-0.2,0.3,holidaa01
Karlo Matković,23,NOP,PF,42,7,791,15.6,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5,14.5,15.9,1,0.6,1.6,0.096,-1.9,-0.2,-2,0,matkoka01
Caleb Houstan,22,ORL,SF,58,6,788,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0,houstca01
Vasilije Micić,31,TOT,PG,41,16,785,6.5,0.462,0.458,0.15,2.7,9.6,6,24.3,0.9,0,20.9,19.9,-1.2,0.2,-1,-0.06,-4.6,-2.4,-7,-1,micicva01
Jaylin Williams,22,OKC,PF,47,9,784,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19,1.3,3.7,13,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2,willija07
Pelle Larsson,23,MIA,SG,55,8,782,10.2,0.546,0.468,0.3,4,9,6.5,11.6,2,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,larsspe01
Cam Thomas,23,BKN,SG,25,23,781,18,0.575,0.43,0.333,2.1,10.4,6,22.9,1,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,thomaca02
Lindy Waters III,27,TOT,SG,52,9,778,8.8,0.504,0.747,0.044,2.7,12.8,7.6,9.1,1.7,1.3,7.3,14.8,0.1,0.9,1,0.062,-3,0.2,-2.8,-0.2,waterli01
Lonzo Ball,27,CHI,PG,35,14,777,12.2,0.524,0.802,0.111,3.4,12.3,8,18.9,2.8,1.9,13.9,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4,balllo01
Orlando Robinson,24,TOT,C,44,8,770,12.9,0.519,0.199,0.268,12.1,18.7,15.4,14,1.1,2,14.4,18.5,0.4,0.8,1.2,0.072,-3,-0.4,-3.4,-0.3,robinor01
Eric Gordon,36,PHI,SG,39,13,768,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,gordoer01
Gui Santos,22,GSW,PF,56,2,762,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1,santogu01
Landry Shamet,27,NYK,SG,50,0,762,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1,0.065,-1.9,-0.6,-2.4,-0.1,shamela01
Svi Mykhailiuk,27,UTA,SF,38,13,760,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,mykhasv01
Andre Drummond,31,PHI,C,40,23,751,16,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1,1.2,0.078,-2.4,-0.8,-3.2,-0.2,drumman01
Jabari Walker,22,POR,PF,60,1,749,15,0.601,0.314,0.31,8.3,22.6,15.3,7.2,2.1,0.7,11.6,16.3,1,1,2,0.128,-1.2,0.5,-0.8,0.2,walkeja01
Jay Huff,26,MEM,C,64,2,748,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7,1,6.9,9.3,19.6,1.6,1,2.5,0.162,2.5,1,3.5,1.1,huffja01
Drew Eubanks,27,TOT,C,61,4,746,15.6,0.622,0.031,0.366,8.9,24.1,16.5,10.6,0.8,5,15.4,15.1,1,0.7,1.7,0.107,-1.2,0.6,-0.7,0.3,eubandr01
Talen Horton-Tucker,24,CHI,SG,58,0,724,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,hortota01
Gary Harris,30,ORL,SG,48,3,711,6.9,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,0.1,0.9,1,0.067,-3.9,1.2,-2.7,-0.1,harriga01
Micah Potter,26,UTA,C,38,10,705,8.5,0.563,0.726,0.148,6.6,18.4,12.5,5.8,1,1.9,17.7,10.3,0.2,0.3,0.4,0.03,-2.9,-0.6,-3.5,-0.3,pottemi01
Jett Howard,21,ORL,SF,60,0,701,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,howarje01
DeAndre Jordan,36,DEN,C,56,5,691,15.4,0.621,0,0.457,14,30.3,22.6,9.5,1.1,3.5,19.2,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2,jordade01
Quinten Post,24,GSW,PF,42,14,686,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0,0.1,0.4,postqu01
Blake Wesley,21,SAS,SG,58,0,683,9.9,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,weslebl01
Sandro Mamukelashvili,25,SAS,PF,61,0,681,19.7,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,1.6,0.6,2.2,0.152,3.3,-1,2.3,0.7,mamuksa01
Marcus Smart,30,TOT,PG,34,7,680,12.4,0.529,0.549,0.276,2.8,8.3,5.6,21.7,2.7,1.2,15.8,20.6,0.1,0.6,0.7,0.051,-1.6,0.1,-1.5,0.1,smartma01
Jalen Pickett,25,DEN,SG,49,4,666,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,pickeja02
Tosan Evbuomwan,23,BKN,SF,28,0,665,11.6,0.53,0.35,0.332,5.2,15.8,10.2,12.9,1.8,1.5,13.4,19.1,0,0.6,0.6,0.044,-3,-0.3,-3.2,-0.2,evbuoto01
Antonio Reeves,24,NOP,SG,44,6,660,11.7,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0.4,0,0.4,0.029,-1.2,-2,-3.2,-0.2,reevean01
Kyle Lowry,38,PHI,PG,35,12,659,9.8,0.525,0.752,0.282,1.8,10,5.8,19.2,2.5,1.6,13.8,10.1,0.6,0.4,1,0.07,-2.8,1.5,-1.3,0.1,lowryky01
Reed Sheppard,20,HOU,PG,52,3,654,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1,0.8,0.055,-3,1.3,-1.7,0.1,sheppre01
Herbert Jones,26,NOP,SF,20,20,648,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,joneshe01
AJ Johnson,20,TOT,SG,29,11,639,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0,-0.4,-0.032,-5.6,-2.5,-8.1,-1,johnsaj01
Maxi Kleber,33,DAL,PF,34,4,637,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,klebima01
Delon Wright,32,TOT,PG,40,7,635,9.2,0.44,0.557,0.191,4.9,6.5,5.7,15,2.7,1.8,13.4,11.3,0,0.7,0.7,0.053,-2.8,1.4,-1.4,0.1,wrighde01
Jericho Sims,26,TOT,C,53,5,632,10,0.639,0,0.183,12.9,22,17.6,6.4,0.8,2.8,30.1,7.6,0.5,0.7,1.3,0.096,-3.1,0.1,-3,-0.2,simsje01
Josh Okogie,26,TOT,SG,40,7,625,16.3,0.567,0.434,0.401,8,11.8,9.9,7.9,3.8,2.8,11.1,19.5,0.6,0.7,1.3,0.1,-0.1,1.6,1.5,0.6,okogijo01
Jeff Dowtin Jr.,27,PHI,PG,41,3,621,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,dowtije01
Daniel Theis,32,NOP,C,38,9,621,12.1,0.558,0.287,0.287,7.4,21.5,14.2,13,1.4,3.1,14.7,11.6,0.6,0.4,1,0.077,-3.3,0,-3.3,-0.2,theisda01
Cory Joseph,33,ORL,PG,50,16,612,10.9,0.547,0.695,0.117,3,11.2,6.9,17,2.1,0.6,10,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,josepco01
Zeke Nnaji,24,DEN,PF,57,4,608,12,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2,5.6,8,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,nnajize01
Kessler Edwards,24,DAL,SF,40,18,608,11.3,0.597,0.4,0.096,4,16.3,10.3,9.1,1.5,2.8,10.2,11.1,0.6,0.6,1.2,0.096,-2,0.6,-1.4,0.1,edwarke02
Pat Connaughton,32,MIL,SG,41,1,603,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0,connapa01
Ajay Mitchell,22,OKC,SG,36,1,597,12,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,mitchaj01
Brandon Ingram,27,NOP,SF,18,18,595,16,0.56,0.345,0.165,3,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0,0.001,1.4,-1.7,-0.3,0.3,ingrabr01
Jared McCain,20,PHI,SG,23,8,592,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0,11,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,mccaija01
Cam Reddish,25,LAL,SF,33,8,589,7.4,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,reddica01
Jae'Sean Tate,29,HOU,SF,52,2,588,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,tateja01
Olivier-Maxence Prosper,22,DAL,PF,52,4,584,12.6,0.484,0.293,0.437,8.4,15,11.8,9.1,2.2,0.9,6.3,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0,prospol01
Jarred Vanderbilt,25,LAL,PF,36,2,581,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1,0.2,vandeja01
Joel Embiid,30,PHI,C,19,19,574,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,embiijo01
Monte Morris,29,PHX,PG,45,0,571,13.1,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9,18.1,0.6,0.2,0.8,0.064,-1,-0.8,-1.8,0,morrimo01
Moritz Wagner,27,ORL,C,30,1,564,22.3,0.649,0.301,0.442,7.7,23.1,15,13.7,2.1,2,14.1,26.8,1,1,2,0.174,2.6,1.4,4,0.9,wagnemo01
Malcolm Brogdon,32,WAS,PG,24,13,564,15.8,0.544,0.233,0.383,3.9,13,8.4,27.4,1.1,0.8,11.9,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,brogdma01
John Konchar,28,MEM,SG,46,4,558,12.1,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,konchjo01
Dwight Powell,33,DAL,C,55,3,551,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0,0.3,poweldw01
Dillon Jones,23,OKC,SF,54,3,551,8.1,0.464,0.474,0.211,6,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4,-0.3,jonesdi01
Jordan Goodwin,26,LAL,PG,29,5,543,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1,0.084,-1.7,0.8,-0.8,0.2,goodwjo01
Richaun Holmes,31,WAS,PF,31,7,534,19.8,0.695,0.022,0.432,12,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2,0.178,1.2,0,1.1,0.4,holmeri01
Mouhamed Gueye,22,ATL,PF,33,28,533,14.4,0.52,0.474,0.246,8.8,20,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1,-0.6,0.2,gueyemo02
Bismack Biyombo,32,SAS,C,28,26,528,12.2,0.576,0,0.219,8.7,23.4,16,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0,-3.6,-0.2,biyombi01
Jaylen Clark,23,MIN,SG,40,4,522,12,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,clarkja02
Rob Dillingham,20,MIN,PG,49,1,516,10.2,0.503,0.351,0.071,2.6,8,5.4,28.4,1.9,0.2,19.6,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,dilliro01
Colby Jones,22,TOT,SG,39,0,515,11.4,0.544,0.38,0.271,4.3,13.6,9,12,2.4,2.4,13.7,13.7,0.1,0.4,0.6,0.053,-3.3,0.4,-2.8,-0.1,jonesco02
Craig Porter Jr.,24,CLE,PG,51,1,513,13.1,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.5,0.6,1.1,0.102,0.1,1,1.1,0.4,portecr01
Tristan Vukcevic,21,WAS,C,35,1,513,17.8,0.608,0.421,0.277,5.2,21.2,13.2,13,1,4,13.4,25.7,0.3,0.4,0.7,0.069,0.4,-0.9,-0.5,0.2,vukcetr01
Elfrid Payton,30,TOT,PG,24,9,511,8.5,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-0.9,0.3,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6,paytoel01
Jamal Cain,25,NOP,SF,37,0,502,11.4,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2,cainja01
Keaton Wallace,25,ATL,PG,31,5,501,10.1,0.503,0.506,0.068,1.5,9.6,5.5,21,2.6,1.7,16.5,16.4,-0.1,0.5,0.4,0.034,-3.3,1,-2.3,0,wallake01
Jock Landale,29,HOU,C,42,3,500,16,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11,15.7,1,0.7,1.7,0.159,0,0.4,0.4,0.3,landajo01
Vince Williams Jr.,24,MEM,SG,27,5,499,9.2,0.504,0.569,0.144,4.7,15.9,10.4,13.8,1.1,1.3,15.7,17,-0.1,0.5,0.4,0.04,-2.5,-0.3,-2.8,-0.1,willivi01
Wendell Moore Jr.,23,TOT,SG,36,1,499,11,0.553,0.325,0.175,6.4,14.3,10.3,11.6,1.9,1,16.6,13.8,0.2,0.5,0.7,0.063,-2.6,-0.1,-2.7,-0.1,moorewe01
Brandon Williams,25,DAL,PG,33,3,487,18.3,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,0.9,0.4,1.3,0.129,1,-0.1,1,0.4,willibr03
A.J. Lawson,24,TOR,SG,26,2,486,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20,0.4,0.4,0.8,0.081,-1.5,-1,-2.5,-0.1,lawsoaj01
Grant Williams,26,CHA,PF,16,7,479,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1,willigr01
Lonnie Walker IV,26,PHI,SG,20,7,477,13.1,0.548,0.599,0.142,1.4,14.1,7.5,16.5,1,1,10,22.8,0.2,0.1,0.3,0.033,0,-2.4,-2.4,0,walkelo01
Duop Reath,28,POR,C,46,0,469,13.7,0.552,0.639,0.133,9.9,11.4,10.6,8,1.2,2.7,8.3,17,0.6,0.4,1,0.105,0.2,-0.5,-0.3,0.2,reathdu01
Reece Beekman,23,TOT,PG,36,4,469,7.5,0.4,0.374,0.196,3,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-0.4,0.5,0.1,0.01,-6.7,1.3,-5.4,-0.4,beekmre01
Kai Jones,24,TOT,C,40,6,468,20.2,0.804,0.046,0.294,9.6,19.7,14.8,7.9,1.6,4.6,12.8,13,1.4,0.7,2.1,0.216,1.4,1.5,2.9,0.6,joneska01
Larry Nance Jr.,32,ATL,PF,24,3,463,16,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2,2.6,9.1,15.7,0.8,0.5,1.3,0.131,1.1,0.7,1.8,0.4,nancela02
Collin Gillespie,25,PHX,PG,33,9,461,16.8,0.578,0.57,0.139,5.5,13.2,9.4,24,2.3,1,9.2,17.7,1,0.3,1.3,0.131,2.3,0.2,2.5,0.5,gilleco01
Rayan Rupert,20,POR,SG,52,0,460,8.1,0.499,0.415,0.211,6,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-0.3,0.4,0.1,0.007,-4.1,-0.6,-4.7,-0.3,ruperra01
GG Jackson II,20,MEM,PF,29,3,459,9.3,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1,12.5,21.7,-0.4,0.4,0.1,0.009,-3.3,-2,-5.3,-0.4,jacksgg01
Jaylon Tyson,22,CLE,SG,47,3,453,11.1,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14,17.4,0.3,0.5,0.8,0.083,-2.4,-0.2,-2.7,-0.1,tysonja01
Bol Bol,25,PHX,PF,36,10,448,18.4,0.627,0.508,0.142,5.1,20.4,13,7.7,1,5.2,9.3,21.1,0.6,0.3,0.9,0.097,1.7,-0.9,0.8,0.3,bolbo01
Paul Reed,25,DET,C,45,0,438,18.6,0.573,0.197,0.296,10.2,20.8,15.6,14,4.3,5.4,13.9,18,0.6,1,1.6,0.173,-1.2,4,2.9,0.5,reedpa01
Colin Castleton,24,TOT,C,26,4,432,11.3,0.536,0.163,0.388,13,17.9,15.4,8.9,0.9,2.2,16.7,13.4,0.3,0.4,0.7,0.075,-4,-1,-5,-0.3,castlco01
Trevelin Queen,27,ORL,SG,31,2,430,11.9,0.486,0.524,0.143,6.6,7.9,7.2,13.3,3.6,2.2,12.3,18.1,-0.1,0.8,0.7,0.074,-2.6,2.3,-0.3,0.2,queentr01
Malaki Branham,21,SAS,SG,47,0,427,12,0.575,0.442,0.174,1.8,11.1,6.4,13.4,1.2,0.4,14.3,23.8,-0.1,0.2,0.1,0.007,-1.2,-1.9,-3.2,-0.1,branhma01
Jordan Miller,25,LAC,SF,37,0,420,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3,0.2,-2.8,-0.1,millejo02
Mo Bamba,26,TOT,C,32,2,413,13.9,0.557,0.482,0.241,8.8,30.5,19.7,6,1.1,7.4,13.9,15.2,0.2,0.8,1,0.117,-2.7,1.9,-0.9,0.1,bambamo01
David Roddy,23,TOT,PF,33,3,410,11.9,0.561,0.488,0.208,3.4,19.5,11.2,11.5,1.6,2,13.9,16,0.1,0.4,0.5,0.062,-1.6,0.1,-1.5,0.1,roddyda01
Taj Gibson,39,CHA,C,37,11,409,10.8,0.515,0.021,0.211,13,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3,gibsota01
Ousmane Dieng,21,OKC,C,37,1,405,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2,1.7,12,15.7,0.1,0.7,0.9,0.104,-2,1.1,-0.9,0.1,diengou01
Jordan Walsh,20,BOS,PF,52,1,403,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2,walshjo01
Hunter Tyson,24,DEN,PF,51,2,400,9,0.506,0.617,0.233,7.2,13.9,10.7,6.1,1.2,1.3,9.6,15.5,0.1,0.3,0.4,0.047,-3.3,-1.5,-4.8,-0.3,tysonhu01
Anthony Gill,32,WAS,PF,51,0,397,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3,-1.5,-4.5,-0.3,gillan01
Devin Carter,22,SAC,PG,36,0,396,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1,11,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,cartede02
Jeff Green,38,HOU,PF,32,3,396,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0,0.4,0.2,greenje02
Trey Jemison,25,TOT,C,38,0,392,8.9,0.537,0,0.446,12.4,17.1,14.8,5.5,1.1,3.6,21.3,12.4,0,0.3,0.3,0.037,-6.3,-0.5,-6.8,-0.5,jemistr01
Reggie Jackson,34,PHI,PG,31,1,384,9.8,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11,17.5,0,0.2,0.1,0.015,-3.2,-0.8,-4,-0.2,jacksre01
Baylor Scheierman,24,BOS,SG,31,2,384,10.3,0.49,0.745,0.109,5.4,13,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0,scheiba01
Quenton Jackson,26,IND,PG,28,7,381,14.7,0.58,0.328,0.328,4.1,8.7,6.4,18.6,2.6,1.2,10.3,17.7,0.6,0.4,1,0.126,-1.2,0.8,-0.3,0.2,jacksqu01
Alex Len,31,TOT,C,46,7,380,10.6,0.525,0.143,0.27,11.3,16.7,14,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1,lenal01
Johnny Furphy,20,IND,SG,50,0,379,9.8,0.506,0.543,0.239,6.8,14,10.4,6.2,2.3,2.6,10.6,13,0.1,0.5,0.5,0.07,-3,0.6,-2.5,0,furphjo01
