Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Collin Sexton,24,UTA,PG,48,15,1145,-0.9,0.3,40,26,51,8,92,28,334,24,51,sextoco01
Precious Achiuwa,23,TOR,C,55,12,1140,-1.5,-3.8,8,21,53,19,58,7,128,15,31,achiupr01
Steven Adams,29,MEM,C,42,42,1133,9.5,8.3,40,10,40,23,51,7,223,15,14,adamsst01
Alec Burks,31,DET,SG,51,8,1122,-1,10.6,24,15,54,7,72,18,270,16,14,burksal01
Lamar Stevens,25,CLE,SF,62,25,1120,1.8,-5.4,6,11,45,2,26,6,82,5,29,stevela01
Moritz Wagner,25,ORL,C,57,18,1109,-1.5,1.8,20,13,67,19,90,24,197,21,31,wagnemo01
Jordan Goodwin,24,WAS,PG,62,7,1106,-4.7,-4.8,34,12,48,2,34,12,399,9,27,goodwjo01
Victor Oladipo,30,MIA,SG,42,2,1106,-1.5,-1.8,50,20,59,2,28,13,345,5,16,oladivi01
Ben Simmons,26,BKN,PG,42,33,1105,2.6,1.8,48,16,55,24,22,8,630,8,10,simmobe01
Jeff Green,36,DEN,PF,56,4,1091,-8.1,-15.8,17,4,53,15,60,12,161,13,17,greenje02
Brandon Clarke,26,MEM,PF,56,8,1090,0.3,-4.6,12,10,72,22,71,3,171,25,18,clarkbr01
Bones Hyland,22,TOT,PG,56,1,1085,-4.7,-9.7,49,16,42,5,34,8,400,8,36,hylanbo01
Oshae Brissett,24,IND,PF,65,2,1083,0.1,4.8,13,8,40,7,64,6,109,6,22,brissos01
Thomas Bryant,25,TOT,C,59,26,1081,-4.2,-6.1,13,7,68,11,65,3,77,18,32,bryanth01
Obi Toppin,24,NYK,PF,67,5,1050,2.9,-0.3,14,8,42,9,22,0,160,2,15,toppiob01
Joe Ingles,35,MIL,SF,46,0,1044,2.8,-1.1,39,7,35,2,5,10,348,1,5,inglejo01
Jalen Johnson,21,ATL,SF,70,6,1042,0.2,-0.3,17,11,65,6,43,4,192,12,24,johnsja05
Isaiah Jackson,21,IND,C,63,12,1042,-5.3,-2.5,13,8,72,24,70,4,121,17,29,jacksis01
Dyson Daniels,19,NOP,PG,59,11,1042,0.5,-2.3,38,10,58,6,13,6,314,6,10,daniedy01
Wenyen Gabriel,25,LAL,C,68,2,1024,0.5,-0.1,11,8,86,21,41,4,91,16,18,gabriwe01
Austin Rivers,30,MIN,SG,52,10,1016,-5.8,-7.6,10,6,49,1,20,16,184,5,13,riverau01
Hamidou Diallo,24,DET,SF,56,0,996,-0.4,10.9,25,12,41,16,73,15,133,19,18,diallha01
Will Barton,32,TOT,SG,56,2,993,-8.3,-9.1,27,11,34,1,18,2,263,3,25,bartowi01
Marvin Bagley III,23,DET,C,42,25,990,-11,-3.4,11,10,51,12,51,7,94,12,15,baglema01
Cam Reddish,23,TOT,SF,40,20,990,-9,-9.7,16,25,46,1,38,5,136,11,19,reddica01
Jock Landale,27,PHX,C,69,4,979,6.1,5.7,11,16,73,21,48,6,171,14,22,landajo01
Nassir Little,22,POR,SF,54,4,976,-8.6,-6.6,15,11,37,7,22,4,122,6,19,littlna01
Usman Garuba,20,HOU,C,75,1,970,-11.1,-3.8,15,6,71,15,17,5,152,5,19,garubus01
JT Thor,20,CHA,PF,69,8,969,-6.6,-1,20,12,46,4,19,1,85,2,13,thorjt01
Haywood Highsmith,26,MIA,PF,54,11,969,-3.5,-4.4,24,6,47,2,11,6,111,1,10,highsha01
Cameron Payne,28,PHX,PG,48,15,968,2.7,1.3,49,9,31,9,31,23,494,5,21,payneca01
Kendrick Nunn,27,TOT,SG,70,2,964,-2.8,-3,38,18,40,2,17,8,208,3,30,nunnke01
Karl-Anthony Towns,27,MIN,PF,29,29,957,0.9,1.4,40,12,57,28,59,6,318,15,19,townska01
Zion Williamson,22,NOP,PF,29,29,956,7.3,6.9,34,41,31,14,127,2,344,35,44,willizi01
Kevin Knox,23,TOT,SF,63,5,952,-12,-5.8,11,20,55,6,25,1,78,5,12,knoxke01
Cam Thomas,21,BKN,SG,57,4,948,-1.3,-3.3,22,18,32,4,76,10,187,18,14,thomaca02
Mike Muscala,31,TOT,C,63,9,945,9,7.1,7,3,50,12,18,3,121,1,10,muscami01
Maxi Kleber,31,DAL,PF,37,5,930,-2.8,-3.9,10,7,62,5,13,7,138,2,5,klebima01
Yuta Watanabe,28,BKN,SF,58,1,928,-1.2,-3.2,10,5,57,3,24,8,117,3,9,watanyu01
Ish Wainright,28,PHX,SF,60,2,915,5.4,4.8,13,0,62,5,11,8,133,2,8,wainris01
Daishen Nix,20,HOU,PG,57,7,914,-7.8,0.7,59,17,32,5,15,4,304,2,12,nixda01
Jaylin Williams,20,OKC,C,49,36,914,-3.8,-6.5,17,4,64,13,26,48,185,4,17,willija07
Chris Duarte,25,IND,SF,46,12,897,-5.6,-2.8,18,10,38,5,32,8,151,7,18,duartch01
Derrick Jones Jr.,25,CHI,PF,64,0,893,7.4,7.5,6,8,38,9,41,5,85,11,19,jonesde02
Dean Wade,26,CLE,PF,44,13,891,7.1,1.8,10,4,44,0,13,8,96,4,7,wadede01
Vlatko Čančar,25,DEN,PF,60,9,889,-3.9,-9.3,16,12,47,6,22,7,193,7,9,cancavl01
Nickeil Alexander-Walker,24,TOT,SG,59,3,884,-2.5,-2,38,9,59,3,25,23,262,6,13,alexani01
Bismack Biyombo,30,PHX,C,61,14,874,3.8,2.5,10,12,68,20,33,4,126,12,11,biyombi01
Goran Dragić,36,TOT,PG,58,0,870,0,-1.8,37,10,25,3,23,7,344,5,15,dragigo01
James Wiseman,21,TOT,C,45,22,867,-17.6,-13.7,13,10,69,16,43,2,72,7,22,wisemja01
Théo Maledon,21,CHA,PG,44,7,854,-8.1,-2.9,37,11,34,2,30,5,359,9,15,maledth01
Andre Drummond,29,CHI,C,67,0,849,3.2,2.1,21,17,58,23,65,4,75,14,27,drumman01
Aaron Holiday,26,ATL,PG,63,6,845,1.9,1.8,20,6,40,3,13,15,214,5,16,holidaa01
Romeo Langford,23,SAS,SG,43,21,844,-8.9,1.6,14,9,33,2,28,20,118,6,13,langfro01
Terence Davis,25,SAC,SG,64,5,841,3.4,1.4,29,11,50,7,21,4,153,4,12,daviste02
George Hill,36,TOT,SG,46,1,834,2.2,-0.4,20,9,32,4,12,14,262,1,8,hillge01
Mark Williams,21,CHA,C,43,17,828,-4.3,1.9,10,12,53,16,47,1,43,10,20,willima07
Robert Williams,25,BOS,C,35,20,824,10.2,4.5,16,6,44,8,22,0,128,9,12,williro04
Wesley Matthews,36,MIL,SF,52,0,820,4.8,1.5,7,4,36,5,10,9,86,0,2,matthwe02
Moses Moody,20,GSW,SG,63,3,817,-0.7,-3.2,20,6,30,1,30,9,127,12,10,moodymo01
Rudy Gay,36,UTA,PF,56,0,816,3.1,5.3,17,9,38,3,22,2,140,3,2,gayru01
Ty Jerome,25,GSW,SG,45,2,816,-6,-9.8,16,7,30,2,23,5,340,8,9,jeromty01
Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,0.1,-1.4,6,5,46,2,22,2,104,2,13,robinje02
Jericho Sims,24,NYK,C,52,16,812,-6.3,-11.8,6,5,63,11,8,1,60,4,6,simsje01
Caleb Houstan,20,ORL,SF,51,4,812,-5.5,-3.4,8,3,35,1,6,0,78,1,7,houstca01
Danuel House Jr.,29,PHI,SF,56,5,807,0.9,-4.9,11,4,39,5,30,11,104,6,4,houseda01
Landry Shamet,25,PHX,SG,40,9,807,1.7,-0.1,18,13,33,2,16,13,211,3,15,shamela01
Dario Šarić,28,TOT,C,57,12,806,0.9,-1,22,13,66,10,42,3,174,18,18,saricda01
Luke Kornet,27,BOS,C,69,0,804,4.6,-2.5,7,6,63,6,17,1,136,5,7,kornelu01
Christian Koloko,22,TOR,C,58,19,802,8.5,9.2,5,4,83,10,25,2,72,3,20,kolokch01
Khris Middleton,31,MIL,SF,33,19,801,6.5,3.7,39,19,34,4,39,6,385,11,19,middlkh01
JaMychal Green,32,GSW,PF,57,1,797,-8.2,-12.6,16,12,55,17,36,5,130,9,14,greenja01
Thaddeus Young,34,TOR,PF,54,9,795,-5.4,-8.2,31,7,49,2,14,10,168,4,9,youngth01
Bryce McGowens,20,CHA,SG,46,7,787,-8.4,-3.3,19,12,23,7,40,11,122,10,19,mcgowbr01
Josh Christopher,21,HOU,SG,64,2,786,-15,-8.3,28,22,35,6,28,2,173,7,20,chrisjo01
Robert Covington,32,LAC,PF,48,0,779,-0.2,-1.1,23,3,56,1,18,5,137,2,9,covinro01
Justise Winslow,26,POR,PF,29,11,776,-1.6,2.5,21,12,44,7,12,7,225,0,13,winslju01
Mo Bamba,24,TOT,C,49,7,769,0.8,4.1,11,9,69,8,27,0,111,7,14,bambamo01
Simone Fontecchio,27,UTA,SF,52,6,766,-13.2,-15.1,17,10,29,4,19,2,103,3,16,fontesi01
Miles McBride,22,NYK,PG,64,2,760,5.5,2.9,13,5,33,2,14,12,178,2,11,mcbrimi01
Paul Reed,23,PHI,C,69,2,755,0.8,-4.9,10,13,81,10,27,2,65,7,17,reedpa01
John Wall,32,LAC,PG,34,3,755,-5.2,-7.2,49,21,39,5,59,1,435,13,30,walljo01
R.J. Hampton,21,TOT,SG,47,3,750,-9.1,-3.7,19,6,28,7,37,1,135,8,14,hamptrj01
Edmond Sumner,27,BKN,SG,53,12,736,2.9,2,25,13,38,3,56,10,155,14,25,sumneed01
Zeke Nnaji,22,DEN,PF,53,5,728,-5.8,-11.1,6,3,64,17,25,1,45,5,12,nnajize01
Jaden Hardy,20,DAL,SG,48,5,708,-3.3,-4.3,20,14,29,6,30,6,163,7,30,hardyja02
Justin Holiday,33,TOT,SF,46,2,706,-7.5,-8.6,15,3,40,1,4,6,99,1,9,holidju01
MarJon Beauchamp,22,MIL,SF,52,11,701,-5.6,-11.2,16,11,37,7,18,3,91,2,17,beaucma01
Aleksej Pokusevski,21,OKC,PF,34,25,701,-13,-17.3,22,10,38,2,15,1,151,1,8,pokusal01
Juan Toscano-Anderson,29,TOT,SF,52,9,700,-9.2,-9.8,15,8,40,8,9,9,159,2,12,toscaju01
Malachi Flynn,24,TOR,PG,53,2,691,-2.7,-4.7,13,8,34,3,13,5,161,4,9,flynnma01
Duncan Robinson,28,MIA,SF,42,1,691,-4.5,-5.2,20,1,48,4,10,7,106,4,5,robindu01
Chimezie Metu,25,SAC,PF,66,0,689,7.1,5.9,11,13,49,4,34,2,101,8,11,metuch01
T.J. Warren,29,TOT,PF,42,0,687,3.7,2.3,4,5,33,4,17,2,95,6,7,warretj01
Garrison Mathews,26,TOT,SG,54,0,686,-5.6,1.9,8,2,27,3,18,26,63,2,2,mathega01
Montrezl Harrell,29,PHI,C,57,7,681,2.8,-2.4,13,11,50,9,53,14,80,17,19,harremo01
Jordan McLaughlin,26,MIN,PG,43,0,678,6.9,8.6,28,3,22,0,7,6,342,1,8,mclaujo01
Jae'Sean Tate,27,HOU,SF,31,7,677,-7.1,1.5,16,8,49,12,30,13,214,9,25,tateja01
Blake Wesley,19,SAS,SG,37,1,669,-14.5,-5.3,37,17,46,3,20,2,246,3,26,weslebl01
Sandro Mamukelashvili,23,TOT,C,43,7,660,-9.8,-4.6,16,9,31,5,27,6,150,5,14,mamuksa01
Eugene Omoruyi,25,TOT,SF,40,6,645,-3.5,1,14,7,44,7,32,17,63,8,22,omorueu01
Payton Pritchard,25,BOS,PG,48,3,643,1.1,-6.5,21,9,16,0,7,2,162,1,9,pritcpa01
Amir Coffey,25,LAC,SF,50,9,625,-8.8,-11.3,11,7,32,2,29,7,127,5,16,coffeam01
Anthony Gill,30,WAS,PF,59,8,624,0.2,1.8,8,3,44,2,30,8,81,8,10,gillan01
Jabari Walker,20,POR,PF,56,0,619,-8.7,-6,10,8,29,8,21,4,84,5,13,walkeja01
Darius Bazley,22,TOT,C,43,1,616,-2.9,-4.3,12,9,24,1,38,3,96,6,26,bazleda01
Juancho Hernangómez,27,TOR,PF,42,10,614,0.4,-0.9,3,5,25,4,8,5,66,2,5,hernaju01
Jaxson Hayes,22,NOP,C,47,2,610,-5.2,-8.7,17,2,37,8,39,3,92,8,8,hayesja02
Frank Ntilikina,24,DAL,SG,47,5,607,5.9,6.7,12,7,38,2,16,6,150,3,7,ntilila01
DeAndre Jordan,34,DEN,C,39,8,586,-8.8,-14.1,20,7,38,16,24,0,81,6,6,jordade01
Blake Griffin,33,BOS,C,41,16,569,8.3,2,5,2,35,10,13,17,157,4,5,griffbl01
Ousmane Dieng,19,OKC,PF,39,1,569,3.9,3.2,10,8,26,2,12,0,107,3,8,diengou01
Kris Dunn,28,UTA,PG,22,3,568,-5.1,-4.7,21,7,33,3,30,1,300,9,16,dunnkr01
Patty Mills,34,BKN,PG,40,2,567,-7.2,-9.9,17,8,14,2,9,8,130,1,7,millspa02
Ricky Rubio,32,CLE,PG,33,2,566,3.3,-2.7,22,3,22,0,14,15,281,2,12,rubiori01
Ziaire Williams,21,MEM,SF,37,4,561,-5.3,-10.4,16,9,35,2,12,17,80,4,5,willizi02
Day'Ron Sharpe,21,BKN,C,48,3,552,-10.3,-13.5,13,11,47,16,25,0,85,6,17,sharpda01
Kai Jones,22,CHA,C,46,0,550,-2.7,3.5,5,5,38,11,16,1,38,8,8,joneska01
Lindy Waters III,25,OKC,SG,41,0,531,10,10.1,3,4,31,0,7,1,72,0,3,waterli01
Rodney McGruder,31,DET,SG,32,12,524,-5,4.1,8,2,23,1,9,10,65,1,9,mcgruro01
Chuma Okeke,24,ORL,SF,27,8,518,-10.4,-8.7,7,3,24,1,9,1,92,1,4,okekech01
James Bouknight,22,CHA,SG,34,0,515,-7.9,-2.4,8,12,26,3,14,4,101,2,13,bouknja01
Max Christie,19,LAL,SG,41,3,512,-8.5,-10.4,8,1,26,1,7,1,50,0,6,chrisma02
Charles Bassey,22,SAS,C,35,2,508,-3.6,7.5,14,7,41,13,17,0,112,5,4,bassech01
Raul Neto,30,CLE,PG,48,1,505,2.7,-3.4,17,5,24,1,11,14,192,2,5,netora01
Dāvis Bertāns,30,DAL,PF,45,1,492,-3.4,-4.2,7,1,26,2,5,3,48,1,3,bertada01
Taj Gibson,37,WAS,C,49,2,480,-1.6,-0.4,7,5,39,8,17,5,82,4,8,gibsota01
Javonte Green,29,CHI,SF,32,1,480,6.8,5.9,7,6,27,4,24,6,53,5,8,greenja02
Damian Jones,27,TOT,C,41,1,477,-9.4,-9.5,8,2,32,10,13,2,39,1,11,jonesda03
Isaiah Roby,24,SAS,PF,42,2,474,-11.7,-1.9,13,10,33,3,21,3,87,6,7,robyis01
Stanley Johnson,26,SAS,SF,30,0,469,-7.4,3,23,5,26,3,19,1,158,7,9,johnsst04
Svi Mykhailiuk,25,TOT,SF,32,8,468,1.6,7.2,11,10,13,3,15,3,127,4,11,mykhasv01
Evan Fournier,30,NYK,SG,27,7,459,-4.7,-8.9,11,7,19,3,5,3,88,0,4,fournev01
Willy Hernangómez,28,NOP,C,38,2,458,2.2,0.1,7,9,38,14,46,3,83,7,18,hernawi01
Kevon Harris,25,ORL,SG,34,0,457,0.2,3.4,10,6,32,3,19,2,37,8,10,harrike01
Goga Bitadze,23,TOT,C,38,1,457,2.1,5.5,7,8,31,6,17,1,94,4,11,bitadgo01
Admiral Schofield,25,ORL,PF,37,0,451,-9.1,-7,11,2,38,2,8,8,79,3,6,schofad01
TyTy Washington Jr.,21,HOU,PG,31,2,433,-5.3,3.3,8,4,20,1,8,4,106,2,4,washity02
Dewayne Dedmon,33,TOT,C,38,1,426,-10.3,-11.8,4,4,41,11,23,3,62,7,16,dedmode01
Orlando Robinson,22,MIA,C,31,1,425,4,4.7,4,5,24,6,14,3,63,3,8,robinor01
Johnny Davis,20,WAS,SG,28,5,423,-6.9,-6.2,5,8,24,2,14,2,67,4,9,davisjo06
Keon Johnson,20,POR,SG,40,0,416,-18,-16.1,23,8,20,2,18,4,144,3,9,johnske07
Jake LaRavia,21,MEM,PF,35,0,414,-6.9,-11.7,7,4,24,1,5,3,51,1,4,laravja01
Dominick Barlow,19,SAS,PF,28,0,408,-12,-2.1,5,4,40,5,12,2,59,5,8,barlodo01
Bruno Fernando,24,TOT,C,39,4,405,-8.3,-1,7,5,36,10,23,1,77,4,14,fernabr01
Cade Cunningham,21,DET,PG,12,12,400,-7.5,1.1,21,11,16,5,18,2,176,3,23,cunnica01
Ish Smith,34,DEN,PG,43,0,398,-4.1,-8.3,30,11,19,1,2,4,241,0,6,smithis01
Duane Washington Jr.,22,PHX,SG,31,3,394,-3.7,-6.2,22,11,13,0,10,3,147,3,16,washidu02
Kessler Edwards,22,TOT,SF,36,4,385,1.7,-0.4,6,4,23,2,3,4,60,0,5,edwarke02
Saben Lee,23,TOT,PG,25,1,373,-2.8,-5.2,17,4,14,2,25,8,155,3,13,leesa01
Gary Payton II,30,TOT,SG,22,1,367,5.1,7.5,5,4,19,5,2,1,77,1,1,paytoga02
Udoka Azubuike,23,UTA,C,36,4,359,-11.2,-11.1,2,5,29,2,9,0,24,2,3,azubuud01
Gorgui Dieng,33,SAS,C,31,1,358,-21.3,-12.4,17,4,37,3,5,6,126,1,5,dienggo01
JaVale McGee,35,DAL,C,42,7,355,-7.4,-8.5,10,6,30,14,20,2,25,5,8,mcgeeja01
Markieff Morris,33,TOT,PF,35,2,355,2.5,1.8,10,1,23,5,3,1,68,0,0,morrima02
Furkan Korkmaz,25,PHI,SG,37,0,353,1,-4.1,11,4,9,3,17,1,53,4,8,korkmfu01
Richaun Holmes,29,SAC,C,42,1,348,-11.4,-15,2,2,30,7,9,0,23,3,8,holmeri01
A.J. Green,23,MIL,SG,35,1,345,-4.4,-8.8,2,5,21,0,1,2,57,0,1,greenaj01
Davon Reed,27,TOT,SG,43,1,342,-12.6,-17,9,3,24,2,9,1,56,0,6,reedda01
Jae Crowder,32,MIL,PF,18,3,340,0.5,-3.4,1,2,16,4,5,2,64,1,2,crowdja01
Derrick Rose,34,NYK,PG,27,0,338,-2.9,-6.6,12,5,10,2,6,2,106,1,13,rosede01
McKinley Wright IV,24,DAL,PG,27,1,335,-13.5,-15,8,9,17,0,7,4,151,5,7,wrighmc01
Theo Pinson,27,DAL,SG,40,1,323,-5.1,-5.9,7,2,17,1,3,3,115,1,5,pinsoth01
Julian Champagnie,21,TOT,SF,17,3,320,-10.1,-0.3,4,5,19,1,9,1,24,5,5,champju02
Matt Ryan,25,TOT,SF,34,0,310,2.4,2.4,2,1,13,1,4,1,35,0,4,ryanma01
Robin Lopez,34,CLE,C,37,2,299,-9.3,-16.2,7,4,25,7,8,4,50,4,7,lopezro01
Moses Brown,23,TOT,C,36,1,294,3.8,3.5,2,3,21,5,29,1,9,8,11,brownmo01
Nathan Knight,25,MIN,C,38,0,291,-2.8,-2.8,4,9,24,5,30,0,34,5,7,knighna01
Kennedy Chandler,20,MEM,PG,36,0,281,-7.8,-12.3,7,8,6,0,6,2,128,2,11,chandke01
Dalano Banton,23,TOR,PG,31,2,279,-6.6,-8.4,7,7,20,1,11,0,85,2,7,bantoda01
Trent Forrest,24,ATL,SG,23,3,277,-8.4,-9.5,12,2,12,0,2,1,92,1,7,forretr01
Bryn Forbes,29,MIN,SG,25,0,268,-7.7,-8.1,4,3,11,0,8,1,42,2,5,forbebr01
Terry Taylor,23,TOT,PF,31,2,264,4.4,7.2,1,2,7,3,6,1,28,1,6,taylote01
Jeff Dowtin Jr.,25,TOR,PG,25,0,259,2,0.9,3,0,9,0,4,3,70,2,3,dowtije01
KZ Okpala,23,SAC,PF,35,3,248,3.7,1.5,4,1,17,1,4,7,31,0,2,okpalkz01
Brandon Boston Jr.,21,LAC,SF,22,1,248,-10.6,-12,2,6,10,1,16,4,46,6,11,bostobr01
Luka Garza,24,MIN,C,28,0,243,1.3,1.6,1,4,21,7,22,3,43,5,8,garzalu01
Jamal Cain,23,MIA,PF,18,0,240,7.3,8,2,2,8,2,13,1,32,4,2,cainja01
Kira Lewis Jr.,21,NOP,PG,25,0,235,11,9.4,5,3,10,1,9,0,54,2,9,lewiski01
Frank Kaminsky,29,TOT,C,36,0,235,-2.1,-0.3,4,1,18,3,6,0,75,0,3,kaminfr01
Johnny Juzang,21,UTA,SG,18,0,232,-17.4,-17.4,0,2,7,1,2,1,18,0,2,juzanjo01
David Duke Jr.,23,BKN,SG,23,0,228,-7,-8.8,10,2,11,4,10,3,55,3,10,dukeda01
Patrick Baldwin Jr.,20,GSW,SF,31,0,226,-11.4,-14,5,0,9,3,3,1,27,0,3,baldwpa01
John Butler,20,POR,C,19,1,221,-15.7,-12.7,1,0,18,0,3,0,25,2,2,butlejo01
Cody Zeller,30,MIA,C,15,2,217,-11.9,-12.4,6,0,19,6,14,0,26,3,3,zelleco01
Dalen Terry,20,CHI,SG,38,0,214,2.8,1.2,2,2,15,1,10,4,58,1,7,terryda01
Matthew Dellavedova,32,SAC,PG,32,0,213,-8.2,-11.1,7,1,7,2,2,7,98,1,1,dellama01
Thanasis Antetokounmpo,30,MIL,PF,37,0,206,-25.9,-31.1,1,2,10,4,9,0,39,0,5,antetth01
Nikola Jović,19,MIA,PF,15,8,204,-3.4,-3.3,7,0,13,0,8,3,25,3,0,jovicni01
Jared Rhoden,23,DET,SG,14,0,198,1.3,10.2,1,0,11,2,2,0,9,0,5,rhodeja01
Moussa Diabaté,21,LAC,C,22,1,195,-9.6,-10.8,2,2,4,3,9,1,8,4,6,diabamo01
Nerlens Noel,28,TOT,C,17,4,195,-15.6,-9.6,4,5,21,3,4,6,23,0,2,noelne01
Skylar Mays,25,POR,PG,6,6,189,-16.2,-13.1,5,3,8,1,6,1,116,2,8,mayssk01
Peyton Watson,20,DEN,SG,23,2,186,-14.5,-18.6,4,3,8,0,10,2,23,2,4,watsope01
Serge Ibaka,33,MIL,C,16,0,185,-9.5,-13.7,1,4,10,5,5,0,10,1,3,ibakase01
Kenneth Lofton Jr.,20,MEM,PF,24,1,176,-14,-18.4,3,3,12,5,15,0,51,5,4,loftoke01
Mamadi Diakite,26,CLE,C,22,2,176,0.6,-5.3,3,2,16,3,1,1,19,0,3,diakima01
Ryan Arcidiacono,28,TOT,PG,20,4,172,-10.3,-8,4,3,10,0,0,7,53,0,2,arcidry01
Boban Marjanović,34,HOU,C,31,0,171,16.7,26.1,3,7,6,1,14,0,20,7,3,marjabo01
Noah Vonleh,27,BOS,C,23,1,171,-2.2,-9.2,2,2,15,7,1,0,20,0,4,vonleno01
Vít Krejčí,22,ATL,PG,29,0,165,-0.6,-1,2,1,12,1,1,0,42,0,3,krejcvi01
Garrett Temple,36,NOP,SG,25,0,162,-3,-5.4,3,0,9,0,2,0,29,0,2,templga01
Khem Birch,30,TOR,C,20,0,162,3.6,2.5,1,1,8,6,2,1,18,1,1,birchkh01
James Johnson,35,IND,PF,18,1,162,-0.2,3.4,3,1,21,4,3,1,39,0,3,johnsja01
Alex Len,29,SAC,C,26,2,161,5.9,3.8,6,4,13,5,6,0,31,0,1,lenal01
Luka Šamanić,23,UTA,PF,7,4,161,-0.8,0.4,6,1,9,2,7,0,33,1,3,samanlu01
Dru Smith,25,TOT,SG,15,1,158,-8.4,-9.2,1,1,14,0,2,1,51,1,3,smithdr01
Wendell Moore Jr.,21,MIN,SG,29,2,153,-12.7,-13.1,5,1,7,0,2,3,45,0,3,moorewe01
Otto Porter Jr.,29,TOR,SF,8,2,146,-9.8,-11.4,2,1,3,0,4,3,18,2,0,porteot01
Kemba Walker,32,DAL,PG,9,1,144,-3.5,-3.9,4,0,11,0,9,3,48,2,5,walkeke02
Danny Green,35,TOT,SG,11,0,138,-6.4,-11.7,6,1,10,2,1,1,16,1,1,greenda02
Jarrett Culver,23,ATL,SF,10,1,137,-6.3,-7,2,2,9,1,7,3,15,1,4,culveja01
Quenton Jackson,24,WAS,PG,9,0,135,-8.4,-7.4,1,1,5,0,8,6,37,2,3,jacksqu01
Cody Martin,27,CHA,SF,7,0,134,-7.6,-1.9,2,0,10,0,5,1,28,3,4,martico01
Nate Williams,23,POR,SG,5,4,127,-10.8,-7.4,2,0,9,1,2,0,23,1,2,willije02
Xavier Cooks,27,WAS,PF,10,1,126,4.7,6.1,1,5,7,1,3,1,15,0,3,cooksxa01
Jason Preston,23,LAC,PG,14,0,124,-5.6,-6.5,5,4,6,0,0,1,61,0,0,prestja01
Jonathan Isaac,25,ORL,PF,11,0,124,-6.4,-3.7,0,2,2,0,5,0,15,1,2,isaacjo01
Shaquille Harrison,29,POR,SG,5,0,120,5,8.9,5,0,6,0,8,2,76,2,2,harrish01
Meyers Leonard,30,MIL,C,9,2,114,-11.5,-15.6,2,0,9,4,4,0,2,1,2,leoname01
Olivier Sarr,23,OKC,C,9,1,114,6.1,5,0,2,10,2,4,1,9,1,0,sarrol01
Andre Iguodala,39,GSW,PF,8,0,113,15.2,13.8,7,1,8,1,1,2,47,1,0,iguodan01
Daniel Theis,30,IND,C,7,1,109,-8.9,-5.6,0,0,4,1,7,0,23,2,3,theisda01
A.J. Lawson,22,TOT,SG,15,0,108,-18.2,-18.9,2,0,7,0,5,1,5,2,3,lawsoaj01
Justin Jackson,27,BOS,SF,23,0,107,-29.3,-36.9,2,0,5,0,1,0,21,0,1,jacksju01
Vince Williams Jr.,22,MEM,SG,15,1,105,-16.3,-20.5,2,1,7,1,1,1,10,0,1,willivi01
Josh Minott,20,MIN,SF,15,0,96,10.3,10.8,2,1,8,0,4,0,11,0,6,minotjo01
Jay Huff,24,WAS,C,7,0,95,-4.5,-3.3,1,2,11,2,5,0,26,1,0,huffja01
Greg Brown III,21,POR,PF,16,0,93,-2.5,1.2,2,1,6,0,6,0,7,2,4,browngr01
Joshua Primo,20,SAS,SG,4,0,93,-0.4,9.9,6,3,6,0,5,5,45,1,4,primojo01
Buddy Boeheim,23,DET,SF,10,0,90,1.6,10.3,0,0,2,0,1,0,11,0,0,boehebu01
Jaden Springer,20,PHI,SG,16,2,89,-0.4,-5.3,2,1,11,0,3,0,19,0,3,sprinja01
Justin Minaya,23,POR,SF,4,0,89,-11.8,-8.3,3,0,7,0,1,0,10,1,0,minayju01
Lindell Wigginton,24,MIL,PG,7,1,87,-20.3,-24.4,9,2,6,1,5,4,33,1,2,wiggili01
Isaiah Mobley,23,CLE,PF,12,0,84,18.3,12.9,0,0,5,1,2,1,8,0,2,mobleis01
Jordan Hall,21,SAS,SF,9,0,83,-14,-4,2,0,3,2,4,0,28,1,1,halljo02
Omer Yurtseven,24,MIA,C,9,0,83,6.5,6.9,1,2,11,1,3,0,4,2,1,yurtsom01
PJ Dozier,26,SAC,SF,16,0,79,-14,-16.6,5,0,4,0,0,4,23,0,1,doziepj01
Jared Butler,22,OKC,PG,6,1,77,-1.3,-2.5,4,1,4,0,0,1,20,0,4,butleja02
Keon Ellis,23,SAC,SG,16,0,71,-16.8,-19.5,1,0,8,0,2,0,14,0,0,elliske01
Udonis Haslem,42,MIA,C,7,1,71,-11,-11.1,0,1,7,0,2,5,0,1,0,hasleud01
Jamaree Bouyea,23,TOT,PG,5,0,71,-13.6,-13.6,0,2,2,1,1,0,8,0,1,bouyeja01
Trevelin Queen,25,IND,SG,7,0,70,7.4,11,2,4,3,0,1,2,14,0,1,queentr01
Leandro Bolmaro,22,UTA,SF,14,0,68,-0.1,1,5,1,7,0,0,4,17,0,1,bolmale01
Jack White,25,DEN,SF,17,0,66,-6.1,-9.6,0,0,8,0,2,0,9,1,2,whiteja03
Tyrese Martin,23,ATL,SG,16,0,66,0.8,0.4,0,2,1,0,1,0,5,0,2,martity01
JD Davison,20,BOS,SG,12,0,66,-4.6,-11.4,3,1,2,0,1,1,25,0,1,davisjd01
